precip
0
0
0
49
0
0
1
0
8.1
10.7
0
1.5
0.5
4.3
37.8
37.6
0
0
22.6
0
0
0.8
0.8
1.5
24.4
0
0
2.8
10.9
0.8
0
0
0
54.9
0
5.3
0
1.3
0
0
0
0
0
8.9
0.5
0
0
0
0.8
24.9
0
0
0
0
0
8.9
23.1
0.3
0
34.5
1.5
0
15.2
1
0
21.8
1.5
0
0
0
6.1
3.8
0
18.3
10.2
0
0
0
0
0
8.4
4.3
0
3.8
0
0
7.4
14.2
0
0
0
0
0
1.3
0
0
0
0
0
2.3
0
0
0
0
0
0
13
0
0
0.5
2.8
0
4.8
4.6
0
0
0
0.5
0
0
0
0
0
13.2
14
0.5
0
0
8.4
0
0
0
0
0
0
0
0
0
2
18
2
0
0
22.4
16.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3
0
0
0
0.8
0
0
0.5
0.5
0
0
0
0
0
1.5
0
0
0
0
0
0
27.7
9.4
1.8
1.3
1.5
0
21.8
0
0.5
0.3
0
0
2.5
1
0
0
0
0
0
15
0
0
27.2
5.1
4.3
1.8
0
0
0
0
0
0
0
0
0
0
14.2
1.3
0.3
0.3
0
0.5
0
0
0.3
17
0.3
0
0
0
0
1.5
16.3
0.3
0
0
0
0.8
0
0
0
0
0
0
0
0
0
0
20.1
0.8
6.4
0.8
142
0
0
0
0
26.4
90.9
0
0
0
0
4.8
6.9
0
0
0.8
0
0
0
0
14.5
0
0
0
18.5
0
0
0
1.8
0
6.4
0
0
17.3
2.5
0
0
33.5
0.5
1
21.6
0
7.4
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
6.4
0
2
0
3
0
0
0
0
0
4.6
0
0
0.3
0.3
4.1
2.8
8.4
0
0
0
0
0
0
0.8
0
27.7
6.1
0
0
1
0
0
2.5
9.1
6.6
0
0
0
0
6.6
0
0
0
0
0
0
0
0
0
0
0
0
0.3
1.8
32.5
0
0
0
0
0
21.3
0.3
0
10.9
0
0
1
0
0
0
7.6
0
0
0
2.3
29.2
0.3
0
0
0
8.6
0
0
0
1
0.5
0
0
0
0
0
0
1
0
19.1
12.7
0
0.8
0
25.7
3.3
0
0
0
0
0.5
20.6
2
0.3
6.6
0
0.5
0
0
0
0
0
0
0
0.8
0
32.3
9.9
0
0
0
28.2
9.9
0
0
0.5
1
0
0
0
0.3
0
19.3
20.8
0
0
0
0
0
2.8
5.3
0
1
0
16.3
3.8
0
3.3
0
0
0
4.3
0.5
0.3
17.5
3.8
0.8
61.5
15.2
12.2
0
7.9
10.2
0
0
0
0
1.5
1.5
0
0
0.8
0
0
3.3
0.3
16.3
0
0
7.1
0
0
0
0
9.7
8.9
0.5
0
10.9
10.7
10.7
3.3
0
0
0.3
0
0
0
0
14
0
0
0
96.3
2
0
0
0
22.9
1
2.3
0
0
0
1
7.6
0
0
0
1.3
0
0
0
0
36.3
4.6
0
0
0
0
0
0
0
0
0
0
6.6
0
0
0
0
0
12.4
0.5
0
41.9
0
0
5.3
0
0
0
0
31.2
15
0
0
14.5
2.3
0.8
0.3
1.8
0
0
0.3
0
0
10.7
0
2
0
8.9
8.1
0
2.5
0
3.8
0
0
0
0
9.7
0
0
0
0
0
0
0
0
0.8
0.5
0
1.5
0
0
0
0
0
0
0
4.3
0
3.8
18.5
0
0
0
25.9
0
0
0
0
0
2.8
18.8
0
0
0
0
0
0
0
4.8
6.9
1
0
0
0.5
0
0
0
0
0
0
8.1
0
27.2
0
0
0
0
0
0
0
0
0
0
0.5
25.9
7.6
0
0
0
0.3
8.1
0
0
0
5.1
49.5
2.3
0
0.5
18.3
0
0
0
0
0
0
0
0
0
0
0
29
0
0
1.3
2.8
0
0
0
0
0
0
0
1.5
0
1.8
0.5
0.5
6.9
12.2
0
16.3
58.2
0
13.2
0.8
0
1
0
0
0
0
0
0
0
18
0
0
0
0
0
6.6
2.5
0
5.1
3
0
0
0
0
0
12.7
0
0
0
12.7
13.5
8.1
0
0
0
0
0
0.3
0
0
14.2
1.3
0
0.5
0
0
41.4
0
0
3.3
1.8
0
0
0
0
1.3
0
4.8
0.3
0
0
0
0
4.3
0
0
10.4
0
0
0
0
1.3
1.5
4.1
62.7
25.7
0
0
17.5
1
0
13.2
8.4
0
0
0
3.3
0
0
0
65.5
41.1
0
0
0
14.7
0
0
11.7
60.2
0
0
0
0
0
