BHID,LANDUSE,UserInput_CN2,Area.ha.Input.std,SWATCalc_CN2,LULC,FIMP,FPervious,BHCalcCN2,QA_Does_SWATCalc_Match_BHCalc
1,URHD,61,0.28,93.89,BERM,0.889,0.111,93.89,TRUE
2,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
3,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
4,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
5,URML,61,0.85,69.23,BERM,0.275,0.725,69.23,TRUE
6,URML,61,1.51,69.23,BERM,0.275,0.725,69.23,TRUE
7,URML,61,6.44,69.23,BERM,0.275,0.725,69.23,TRUE
8,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
9,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
10,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
11,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
12,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
13,URML,61,5.77,69.23,BERM,0.275,0.725,69.23,TRUE
14,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
15,URML,61,1.14,69.23,BERM,0.275,0.725,69.23,TRUE
16,URML,61,19.12,69.23,BERM,0.275,0.725,69.23,TRUE
17,URML,61,12.5,69.23,BERM,0.275,0.725,69.23,TRUE
18,URML,61,0.57,69.23,BERM,0.275,0.725,69.23,TRUE
19,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
20,URML,61,4.17,69.23,BERM,0.275,0.725,69.23,TRUE
21,URML,61,1.89,69.23,BERM,0.275,0.725,69.23,TRUE
22,URML,61,2.84,69.23,BERM,0.275,0.725,69.23,TRUE
23,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
24,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
25,URML,61,0.57,69.23,BERM,0.275,0.725,69.23,TRUE
26,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
27,URML,74,1.33,79.34,BERM,0.275,0.725,79.34,TRUE
28,URML,74,0.09,79.34,BERM,0.275,0.725,79.34,TRUE
29,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
30,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
31,URML,61,4.35,69.23,BERM,0.275,0.725,69.23,TRUE
32,URML,61,1.89,69.23,BERM,0.275,0.725,69.23,TRUE
33,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
34,URML,61,1.14,69.23,BERM,0.275,0.725,69.23,TRUE
35,URML,61,1.89,69.23,BERM,0.275,0.725,69.23,TRUE
36,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
37,URML,80,0.19,84,BERM,0.275,0.725,84,TRUE
38,URML,80,0.66,84,BERM,0.275,0.725,84,TRUE
39,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
40,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
41,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
42,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
43,FRST,55,0.19,55,FRST,0,1,55,TRUE
44,FRST,55,1.51,55,FRST,0,1,55,TRUE
45,FRST,55,0.19,55,FRST,0,1,55,TRUE
46,FRST,55,45.15,55,FRST,0,1,55,TRUE
47,FRST,55,78.47,55,FRST,0,1,55,TRUE
48,FRST,55,1.04,55,FRST,0,1,55,TRUE
49,FRST,55,3.03,55,FRST,0,1,55,TRUE
50,FRST,55,22.06,55,FRST,0,1,55,TRUE
51,FRST,55,2.08,55,FRST,0,1,55,TRUE
52,FRST,55,3.79,55,FRST,0,1,55,TRUE
53,FRST,55,1.14,55,FRST,0,1,55,TRUE
54,FRST,55,0.76,55,FRST,0,1,55,TRUE
55,FRST,55,30.39,55,FRST,0,1,55,TRUE
56,FRST,55,14.58,55,FRST,0,1,55,TRUE
57,FRST,55,1.8,55,FRST,0,1,55,TRUE
58,FRST,55,202.1,55,FRST,0,1,55,TRUE
59,FRST,55,284.55,55,FRST,0,1,55,TRUE
60,FRST,55,35.31,55,FRST,0,1,55,TRUE
61,FRST,55,23.1,55,FRST,0,1,55,TRUE
62,FRST,55,17.89,55,FRST,0,1,55,TRUE
63,FRST,55,3.69,55,FRST,0,1,55,TRUE
64,FRST,55,63.9,55,FRST,0,1,55,TRUE
65,FRST,55,32.66,55,FRST,0,1,55,TRUE
66,FRST,55,96.46,55,FRST,0,1,55,TRUE
67,FRST,55,23.1,55,FRST,0,1,55,TRUE
68,FRST,55,2.84,55,FRST,0,1,55,TRUE
69,FRST,55,3.31,55,FRST,0,1,55,TRUE
70,FRST,55,5.11,55,FRST,0,1,55,TRUE
71,FRST,55,0.09,55,FRST,0,1,55,TRUE
72,FRST,55,11.93,55,FRST,0,1,55,TRUE
73,FRST,55,15.15,55,FRST,0,1,55,TRUE
74,FRST,55,0.57,55,FRST,0,1,55,TRUE
75,FRST,55,3.12,55,FRST,0,1,55,TRUE
76,FRST,55,1.8,55,FRST,0,1,55,TRUE
77,FRST,70,5.49,70,FRST,0,1,70,TRUE
78,FRST,70,4.73,70,FRST,0,1,70,TRUE
79,FRST,70,50.93,70,FRST,0,1,70,TRUE
80,FRST,70,0.57,70,FRST,0,1,70,TRUE
81,FRST,70,7.1,70,FRST,0,1,70,TRUE
82,FRST,55,10.6,55,FRST,0,1,55,TRUE
83,FRST,55,3.5,55,FRST,0,1,55,TRUE
84,FRST,55,68.63,55,FRST,0,1,55,TRUE
85,FRST,55,57.18,55,FRST,0,1,55,TRUE
86,FRST,55,3.41,55,FRST,0,1,55,TRUE
87,FRST,55,6.25,55,FRST,0,1,55,TRUE
88,FRST,55,0.95,55,FRST,0,1,55,TRUE
89,FRST,55,37.39,55,FRST,0,1,55,TRUE
90,FRST,55,2.46,55,FRST,0,1,55,TRUE
91,FRST,55,5.68,55,FRST,0,1,55,TRUE
92,FRST,55,4.45,55,FRST,0,1,55,TRUE
93,FRST,55,5.02,55,FRST,0,1,55,TRUE
94,FRST,55,0.95,55,FRST,0,1,55,TRUE
95,FRST,55,2.27,55,FRST,0,1,55,TRUE
96,FRST,55,0.57,55,FRST,0,1,55,TRUE
97,FRST,77,2.65,77,FRST,0,1,77,TRUE
98,FRST,77,0.28,77,FRST,0,1,77,TRUE
99,FRST,55,4.26,55,FRST,0,1,55,TRUE
100,FRST,55,43.83,55,FRST,0,1,55,TRUE
101,FRST,55,0.38,55,FRST,0,1,55,TRUE
102,FRST,55,6.72,55,FRST,0,1,55,TRUE
103,AGRL,65.14,1.51,65.14,AGRL,0,1,65.14,TRUE
104,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
105,AGRL,65.14,0.85,65.14,AGRL,0,1,65.14,TRUE
106,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
107,AGRL,65.14,1.8,65.14,AGRL,0,1,65.14,TRUE
108,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
109,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
110,AGRL,65.14,2.84,65.14,AGRL,0,1,65.14,TRUE
111,AGRL,65.14,0.95,65.14,AGRL,0,1,65.14,TRUE
112,AGRL,65.14,3.5,65.14,AGRL,0,1,65.14,TRUE
113,AGRL,65.14,0.66,65.14,AGRL,0,1,65.14,TRUE
114,AGRL,65.14,3.79,65.14,AGRL,0,1,65.14,TRUE
115,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
116,AGRL,65.14,1.04,65.14,AGRL,0,1,65.14,TRUE
117,AGRL,65.14,0.66,65.14,AGRL,0,1,65.14,TRUE
118,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
119,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
120,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
121,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
122,AGRL,76.23,0.85,76.23,AGRL,0,1,76.23,TRUE
123,AGRL,65.14,0.76,65.14,AGRL,0,1,65.14,TRUE
124,AGRL,65.14,0.66,65.14,AGRL,0,1,65.14,TRUE
125,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
126,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
127,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
128,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
129,WETN,69,0.85,69,WETN,0,1,69,TRUE
130,WETN,69,0.19,69,WETN,0,1,69,TRUE
131,WETN,69,0.09,69,WETN,0,1,69,TRUE
132,WETN,69,4.54,69,WETN,0,1,69,TRUE
133,WETN,69,0.47,69,WETN,0,1,69,TRUE
134,WETN,69,2.18,69,WETN,0,1,69,TRUE
135,WETN,69,0.57,69,WETN,0,1,69,TRUE
136,WETN,69,0.38,69,WETN,0,1,69,TRUE
137,WETN,69,1.23,69,WETN,0,1,69,TRUE
138,WETN,69,0.19,69,WETN,0,1,69,TRUE
139,WETN,69,1.23,69,WETN,0,1,69,TRUE
140,WETN,69,1.23,69,WETN,0,1,69,TRUE
141,WETN,69,0.57,69,WETN,0,1,69,TRUE
142,WETN,69,0.28,69,WETN,0,1,69,TRUE
143,WETN,79,0.38,79,WETN,0,1,79,TRUE
144,WETN,69,0.09,69,WETN,0,1,69,TRUE
145,WETN,69,0.57,69,WETN,0,1,69,TRUE
146,WETN,69,2.93,69,WETN,0,1,69,TRUE
147,WETN,69,0.09,69,WETN,0,1,69,TRUE
148,WETN,69,20.73,69,WETN,0,1,69,TRUE
149,WETN,84,0.09,84,WETN,0,1,84,TRUE
150,WETN,84,1.23,84,WETN,0,1,84,TRUE
151,WETN,69,3.5,69,WETN,0,1,69,TRUE
152,WATR,92,0.66,92,WATR,0,1,92,TRUE
153,WATR,92,0.09,92,WATR,0,1,92,TRUE
154,WATR,92,0.47,92,WATR,0,1,92,TRUE
155,WATR,92,1.89,92,WATR,0,1,92,TRUE
156,WATR,92,0.66,92,WATR,0,1,92,TRUE
157,WATR,92,0.19,92,WATR,0,1,92,TRUE
158,WATR,92,0.09,92,WATR,0,1,92,TRUE
159,WATR,92,1.14,92,WATR,0,1,92,TRUE
160,WATR,92,0.28,92,WATR,0,1,92,TRUE
161,WATR,92,2.18,92,WATR,0,1,92,TRUE
162,WATR,92,45.53,92,WATR,0,1,92,TRUE
163,WATR,92,1.14,92,WATR,0,1,92,TRUE
164,WETF,66,0.19,66,WETF,0,1,66,TRUE
165,WETF,66,0.09,66,WETF,0,1,66,TRUE
166,WETF,66,0.28,66,WETF,0,1,66,TRUE
167,WETF,83,0.28,83,WETF,0,1,83,TRUE
168,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
169,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
170,URML,61,1.42,69.23,BERM,0.275,0.725,69.23,TRUE
171,URML,61,6.34,69.23,BERM,0.275,0.725,69.23,TRUE
172,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
173,URML,61,26.41,69.23,BERM,0.275,0.725,69.23,TRUE
174,URML,61,7.19,69.23,BERM,0.275,0.725,69.23,TRUE
175,URML,61,12.68,69.23,BERM,0.275,0.725,69.23,TRUE
176,URML,61,12.12,69.23,BERM,0.275,0.725,69.23,TRUE
177,URML,61,7.76,69.23,BERM,0.275,0.725,69.23,TRUE
178,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
179,URML,61,16,69.23,BERM,0.275,0.725,69.23,TRUE
180,URML,61,0.95,69.23,BERM,0.275,0.725,69.23,TRUE
181,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
182,URML,74,0.85,79.34,BERM,0.275,0.725,79.34,TRUE
183,URML,74,0.47,79.34,BERM,0.275,0.725,79.34,TRUE
184,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
185,URML,61,3.79,69.23,BERM,0.275,0.725,69.23,TRUE
186,URML,61,3.88,69.23,BERM,0.275,0.725,69.23,TRUE
187,URML,61,1.33,69.23,BERM,0.275,0.725,69.23,TRUE
188,URML,61,1.23,69.23,BERM,0.275,0.725,69.23,TRUE
189,URML,61,3.41,69.23,BERM,0.275,0.725,69.23,TRUE
190,URML,61,1.61,69.23,BERM,0.275,0.725,69.23,TRUE
191,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
192,URML,61,6.72,69.23,BERM,0.275,0.725,69.23,TRUE
193,URML,80,0.19,84,BERM,0.275,0.725,84,TRUE
194,URML,80,0.57,84,BERM,0.275,0.725,84,TRUE
195,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
196,FRST,55,5.96,55,FRST,0,1,55,TRUE
197,FRST,55,8.61,55,FRST,0,1,55,TRUE
198,FRST,55,2.75,55,FRST,0,1,55,TRUE
199,FRST,55,101,55,FRST,0,1,55,TRUE
200,FRST,55,18.65,55,FRST,0,1,55,TRUE
201,FRST,55,47.24,55,FRST,0,1,55,TRUE
202,FRST,55,61.34,55,FRST,0,1,55,TRUE
203,FRST,55,3.31,55,FRST,0,1,55,TRUE
204,FRST,55,90.5,55,FRST,0,1,55,TRUE
205,FRST,55,195.85,55,FRST,0,1,55,TRUE
206,FRST,55,112.65,55,FRST,0,1,55,TRUE
207,FRST,55,1.42,55,FRST,0,1,55,TRUE
208,FRST,55,1.61,55,FRST,0,1,55,TRUE
209,FRST,70,35.69,70,FRST,0,1,70,TRUE
210,FRST,70,2.18,70,FRST,0,1,70,TRUE
211,FRST,70,33.04,70,FRST,0,1,70,TRUE
212,FRST,55,21.11,55,FRST,0,1,55,TRUE
213,FRST,55,2.46,55,FRST,0,1,55,TRUE
214,FRST,55,66.74,55,FRST,0,1,55,TRUE
215,FRST,55,30.01,55,FRST,0,1,55,TRUE
216,FRST,55,19.12,55,FRST,0,1,55,TRUE
217,FRST,55,3.98,55,FRST,0,1,55,TRUE
218,FRST,55,3.03,55,FRST,0,1,55,TRUE
219,FRST,55,6.15,55,FRST,0,1,55,TRUE
220,FRST,55,2.27,55,FRST,0,1,55,TRUE
221,FRST,55,0.66,55,FRST,0,1,55,TRUE
222,FRST,55,0.66,55,FRST,0,1,55,TRUE
223,FRST,55,6.15,55,FRST,0,1,55,TRUE
224,FRST,77,3.41,77,FRST,0,1,77,TRUE
225,FRST,77,0.85,77,FRST,0,1,77,TRUE
226,FRST,55,11.64,55,FRST,0,1,55,TRUE
227,FRST,55,0.09,55,FRST,0,1,55,TRUE
228,FRST,55,1.42,55,FRST,0,1,55,TRUE
229,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
230,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
231,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
232,AGRL,65.14,0.47,65.14,AGRL,0,1,65.14,TRUE
233,AGRL,65.14,5.02,65.14,AGRL,0,1,65.14,TRUE
234,AGRL,65.14,3.5,65.14,AGRL,0,1,65.14,TRUE
235,AGRL,65.14,1.23,65.14,AGRL,0,1,65.14,TRUE
236,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
237,AGRL,76.23,0.38,76.23,AGRL,0,1,76.23,TRUE
238,AGRL,76.23,0.47,76.23,AGRL,0,1,76.23,TRUE
239,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
240,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
241,AGRL,65.14,0.38,65.14,AGRL,0,1,65.14,TRUE
242,AGRL,65.14,0.09,65.14,AGRL,0,1,65.14,TRUE
243,AGRL,65.14,0.28,65.14,AGRL,0,1,65.14,TRUE
244,AGRL,65.14,0.19,65.14,AGRL,0,1,65.14,TRUE
245,AGRL,82.1,0.09,82.1,AGRL,0,1,82.1,TRUE
246,WETN,69,0.28,69,WETN,0,1,69,TRUE
247,WETN,69,1.89,69,WETN,0,1,69,TRUE
248,WETN,69,0.38,69,WETN,0,1,69,TRUE
249,WETN,69,0.38,69,WETN,0,1,69,TRUE
250,WETN,69,2.46,69,WETN,0,1,69,TRUE
251,WETN,69,4.07,69,WETN,0,1,69,TRUE
252,WETN,69,0.57,69,WETN,0,1,69,TRUE
253,WETN,69,0.09,69,WETN,0,1,69,TRUE
254,WETN,79,3.5,79,WETN,0,1,79,TRUE
255,WETN,79,0.66,79,WETN,0,1,79,TRUE
256,WETN,69,0.38,69,WETN,0,1,69,TRUE
257,WETN,69,2.65,69,WETN,0,1,69,TRUE
258,WETN,69,1.89,69,WETN,0,1,69,TRUE
259,WETN,69,0.38,69,WETN,0,1,69,TRUE
260,WETN,69,1.33,69,WETN,0,1,69,TRUE
261,WETN,69,12.5,69,WETN,0,1,69,TRUE
262,WETN,69,0.09,69,WETN,0,1,69,TRUE
263,WETN,84,0.19,84,WETN,0,1,84,TRUE
264,WETN,84,1.89,84,WETN,0,1,84,TRUE
265,WETN,69,0.66,69,WETN,0,1,69,TRUE
266,WETN,69,0.09,69,WETN,0,1,69,TRUE
267,WATR,92,0.19,92,WATR,0,1,92,TRUE
268,WATR,92,1.23,92,WATR,0,1,92,TRUE
269,WATR,92,1.14,92,WATR,0,1,92,TRUE
270,WATR,92,0.09,92,WATR,0,1,92,TRUE
271,WATR,92,0.09,92,WATR,0,1,92,TRUE
272,WATR,92,0.38,92,WATR,0,1,92,TRUE
273,WATR,92,1.04,92,WATR,0,1,92,TRUE
274,WATR,92,0.85,92,WATR,0,1,92,TRUE
275,WATR,92,1.99,92,WATR,0,1,92,TRUE
276,WATR,92,72.61,92,WATR,0,1,92,TRUE
277,WETF,66,0.09,66,WETF,0,1,66,TRUE
278,WETF,66,0.09,66,WETF,0,1,66,TRUE
279,WETF,66,0.19,66,WETF,0,1,66,TRUE
280,WETF,66,0.19,66,WETF,0,1,66,TRUE
281,WETF,77,0.38,77,WETF,0,1,77,TRUE
282,WETF,66,0.09,66,WETF,0,1,66,TRUE
283,WETF,66,0.47,66,WETF,0,1,66,TRUE
284,WETF,66,0.28,66,WETF,0,1,66,TRUE
285,URHD,61,0.19,93.89,BERM,0.889,0.111,93.89,TRUE
286,URHD,61,0.38,93.89,BERM,0.889,0.111,93.89,TRUE
287,URHD,61,0.19,93.89,BERM,0.889,0.111,93.89,TRUE
288,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
289,URHD,61,0.28,93.89,BERM,0.889,0.111,93.89,TRUE
290,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
291,URHD,61,0.95,93.89,BERM,0.889,0.111,93.89,TRUE
292,URHD,61,1.04,93.89,BERM,0.889,0.111,93.89,TRUE
293,URHD,61,0.57,93.89,BERM,0.889,0.111,93.89,TRUE
294,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
295,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
296,URHD,61,0.28,93.89,BERM,0.889,0.111,93.89,TRUE
297,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
298,URHD,61,0.09,93.89,BERM,0.889,0.111,93.89,TRUE
299,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
300,URML,61,6.44,69.23,BERM,0.275,0.725,69.23,TRUE
301,URML,61,3.22,69.23,BERM,0.275,0.725,69.23,TRUE
302,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
303,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
304,URML,61,2.84,69.23,BERM,0.275,0.725,69.23,TRUE
305,URML,61,0.85,69.23,BERM,0.275,0.725,69.23,TRUE
306,URML,61,20.92,69.23,BERM,0.275,0.725,69.23,TRUE
307,URML,61,9.94,69.23,BERM,0.275,0.725,69.23,TRUE
308,URML,61,8.42,69.23,BERM,0.275,0.725,69.23,TRUE
309,URML,61,11.45,69.23,BERM,0.275,0.725,69.23,TRUE
310,URML,61,4.92,69.23,BERM,0.275,0.725,69.23,TRUE
311,URML,61,22.62,69.23,BERM,0.275,0.725,69.23,TRUE
312,URML,61,22.62,69.23,BERM,0.275,0.725,69.23,TRUE
313,URML,61,40.33,69.23,BERM,0.275,0.725,69.23,TRUE
314,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
315,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
316,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
317,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
318,URML,61,2.65,69.23,BERM,0.275,0.725,69.23,TRUE
319,URML,61,4.83,69.23,BERM,0.275,0.725,69.23,TRUE
320,URML,61,2.37,69.23,BERM,0.275,0.725,69.23,TRUE
321,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
322,URML,61,1.23,69.23,BERM,0.275,0.725,69.23,TRUE
323,URML,61,0.38,69.23,BERM,0.275,0.725,69.23,TRUE
324,URML,61,1.33,69.23,BERM,0.275,0.725,69.23,TRUE
325,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
326,URML,74,0.28,79.34,BERM,0.275,0.725,79.34,TRUE
327,URML,74,0.28,79.34,BERM,0.275,0.725,79.34,TRUE
328,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
329,URML,74,0.57,79.34,BERM,0.275,0.725,79.34,TRUE
330,URML,74,0.09,79.34,BERM,0.275,0.725,79.34,TRUE
331,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
332,URML,61,4.35,69.23,BERM,0.275,0.725,69.23,TRUE
333,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
334,URML,61,5.59,69.23,BERM,0.275,0.725,69.23,TRUE
335,URML,61,3.03,69.23,BERM,0.275,0.725,69.23,TRUE
336,URML,61,2.46,69.23,BERM,0.275,0.725,69.23,TRUE
337,URML,61,2.75,69.23,BERM,0.275,0.725,69.23,TRUE
338,URML,61,0.95,69.23,BERM,0.275,0.725,69.23,TRUE
339,URML,61,0.66,69.23,BERM,0.275,0.725,69.23,TRUE
340,URML,61,8.52,69.23,BERM,0.275,0.725,69.23,TRUE
341,URML,61,9.18,69.23,BERM,0.275,0.725,69.23,TRUE
342,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
343,URML,61,2.18,69.23,BERM,0.275,0.725,69.23,TRUE
344,URML,61,8.9,69.23,BERM,0.275,0.725,69.23,TRUE
345,URML,61,7.29,69.23,BERM,0.275,0.725,69.23,TRUE
346,URML,61,5.96,69.23,BERM,0.275,0.725,69.23,TRUE
347,URML,61,7,69.23,BERM,0.275,0.725,69.23,TRUE
348,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
349,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
350,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
351,URML,61,0.76,69.23,BERM,0.275,0.725,69.23,TRUE
352,URML,61,0.09,69.23,BERM,0.275,0.725,69.23,TRUE
353,URML,61,3.31,69.23,BERM,0.275,0.725,69.23,TRUE
354,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
355,URML,61,0.19,69.23,BERM,0.275,0.725,69.23,TRUE
356,URML,61,0.47,69.23,BERM,0.275,0.725,69.23,TRUE
357,URML,61,1.7,69.23,BERM,0.275,0.725,69.23,TRUE
358,URML,80,0.19,84,BERM,0.275,0.725,84,TRUE
359,URML,61,0.28,69.23,BERM,0.275,0.725,69.23,TRUE
360,URML,61,0.85,69.23,BERM,0.275,0.725,69.23,TRUE
361,URML,61,5.3,69.23,BERM,0.275,0.725,69.23,TRUE
362,URML,61,5.77,69.23,BERM,0.275,0.725,69.23,TRUE
363,URML,61,1.04,69.23,BERM,0.275,0.725,69.23,TRUE
364,FRST,55,0.95,55,FRST,0,1,55,TRUE
365,FRST,55,47.24,55,FRST,0,1,55,TRUE
366,FRST,55,0.76,55,FRST,0,1,55,TRUE
367,FRST,55,86.33,55,FRST,0,1,55,TRUE
368,FRST,55,4.45,55,FRST,0,1,55,TRUE
369,FRST,55,8.8,55,FRST,0,1,55,TRUE
370,FRST,55,12.68,55,FRST,0,1,55,TRUE
371,FRST,55,7,55,FRST,0,1,55,TRUE
372,FRST,55,2.18,55,FRST,0,1,55,TRUE
373,FRST,55,7.95,55,FRST,0,1,55,TRUE
374,FRST,55,0.66,55,FRST,0,1,55,TRUE
375,FRST,55,26.6,55,FRST,0,1,55,TRUE
376,FRST,55,0.38,55,FRST,0,1,55,TRUE
377,FRST,55,18.65,55,FRST,0,1,55,TRUE
378,FRST,55,0.38,55,FRST,0,1,55,TRUE
379,FRST,55,0.76,55,FRST,0,1,55,TRUE
380,FRST,55,1.33,55,FRST,0,1,55,TRUE
381,FRST,55,33.32,55,FRST,0,1,55,TRUE
382,FRST,55,118.42,55,FRST,0,1,55,TRUE
383,FRST,55,167.08,55,FRST,0,1,55,TRUE
384,FRST,55,13.63,55,FRST,0,1,55,TRUE
385,FRST,55,163.76,55,FRST,0,1,55,TRUE
386,FRST,55,3.03,55,FRST,0,1,55,TRUE
387,FRST,55,15.43,55,FRST,0,1,55,TRUE
388,FRST,55,7.57,55,FRST,0,1,55,TRUE
389,FRST,55,19.97,55,FRST,0,1,55,TRUE
390,FRST,55,14.01,55,FRST,0,1,55,TRUE
391,FRST,55,14.2,55,FRST,0,1,55,TRUE
392,FRST,55,1.04,55,FRST,0,1,55,TRUE
393,FRST,55,1.42,55,FRST,0,1,55,TRUE
394,FRST,55,0.85,55,FRST,0,1,55,TRUE
395,FRST,55,0.19,55,FRST,0,1,55,TRUE
396,FRST,55,1.89,55,FRST,0,1,55,TRUE
397,FRST,55,0.76,55,FRST,0,1,55,TRUE
398,FRST,55,7.86,55,FRST,0,1,55,TRUE
399,FRST,55,2.84,55,FRST,0,1,55,TRUE
400,FRST,55,3.88,55,FRST,0,1,55,TRUE
401,FRST,55,0.09,55,FRST,0,1,55,TRUE
402,FRST,55,2.56,55,FRST,0,1,55,TRUE
403,FRST,70,21.77,70,FRST,0,1,70,TRUE
404,FRST,70,13.06,70,FRST,0,1,70,TRUE
405,FRST,55,0.57,55,FRST,0,1,55,TRUE
406,FRST,55,0.66,55,FRST,0,1,55,TRUE
407,FRST,70,0.38,70,FRST,0,1,70,TRUE
408,FRST,70,1.51,70,FRST,0,1,70,TRUE
409,FRST,70,3.31,70,FRST,0,1,70,TRUE
410,FRST,55,2.27,55,FRST,0,1,55,TRUE
411,FRST,55,20.35,55,FRST,0,1,55,TRUE
412,FRST,55,1.14,55,FRST,0,1,55,TRUE
413,FRST,55,21.2,55,FRST,0,1,55,TRUE
414,FRST,55,66.64,55,FRST,0,1,55,TRUE
415,FRST,55,0.76,55,FRST,0,1,55,TRUE
416,FRST,55,0.76,55,FRST,0,1,55,TRUE
417,FRST,55,26.32,55,FRST,0,1,55,TRUE
418,FRST,55,55.38,55,FRST,0,1,55,TRUE
419,FRST,55,2.37,55,FRST,0,1,55,TRUE
420,FRST,55,0.09,55,FRST,0,1,55,TRUE
421,FRST,55,0.19,55,FRST,0,1,55,TRUE
422,FRST,55,3.12,55,FRST,0,1,55,TRUE
423,FRST,55,11.93,55,FRST,0,1,55,TRUE
424,FRST,55,8.99,55,FRST,0,1,55,TRUE
425,FRST,55,1.61,55,FRST,0,1,55,TRUE
426,FRST,55,0.19,55,FRST,0,1,55,TRUE
427,FRST,55,16.76,55,FRST,0,1,55,TRUE
428,FRST,55,39.76,55,FRST,0,1,55,TRUE
429,FRST,55,0.66,55,FRST,0,1,55,TRUE
430,FRST,55,107.72,55,FRST,0,1,55,TRUE
431,FRST,55,55.38,55,FRST,0,1,55,TRUE
432,FRST,55,4.83,55,FRST,0,1,55,TRUE
