precip
0
0
46
0
0
0
0.8
0
17.5
0
0
2.3
0
0
61.7
0
0
21.1
0
0
0.5
0.5
2.5
24.4
0
0
0
0
0.3
0.8
0.8
9.1
45.5
6.4
5.1
0.3
0
1.3
0
0
0
0
7.4
1.5
0.3
0
0
0
24.1
0
0
0
0
0
0
20.3
2
0
21.8
10.7
0
6.1
9.7
0
11.2
5.8
0
0
0
0.5
5.3
0
0.3
23.6
0
0
0
0
0
0
11.9
0
3.8
0
0
0
19.3
0
0
0
0
0
0.3
1
0
0
0
0
2
0
0
0
0
0
0
11.9
0.3
0
0.5
2.8
0
0
9.4
0
0
0
0.5
0
0
0
0
0
9.4
9.9
8.1
0.3
0
8.4
0.3
0
0
0
0
0
0
0
0
0
11.4
10.2
0
0
16.8
20.3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.3
0
0
0.3
0.8
0
0
0
0.8
0
0
0
0
0
1.5
0
0
0
0
0
0
0
35.6
2
0
2.8
0
21.6
0
0.5
0
0.3
0
0
3.3
0
0
0
0
0
14.7
0
0
0
32
4.6
2
0
0.3
0
0
0
0
0
0
0
0
14.5
1.5
0.3
0.8
0
0
0.5
0
0
10.2
7.4
0
0
0
0
0.8
13.7
3.6
0
0
0
0.8
0.5
0
0
0
0
0
0
0
0
0
7.9
12.7
6.4
0.8
134.4
0.3
0
0
0
17.8
93.2
2
0
0
0
1.8
6.9
3.3
0
0.8
0
0.3
0
0
14
0
0
0.3
16.5
1.5
0
0
0
1.8
6.4
0.3
0
12.7
6.4
0
0
3.8
29.5
0
21.3
0.3
0
7.1
0
0
0
0
0
0
0
0
0
4.8
24.4
0
0
0
0
0
0
4.6
1.5
1.8
0.3
3
-99
0
0
0
0
4.8
0.3
0
0
0.5
3.6
2.8
9.1
0
0
0
0
0
0
1
0
4.3
28.2
0
0
1
0
0
1.8
2
11.4
0.5
0
0
0
3
3.3
0.3
0
0
0
0
0
0
0
0
0
0
0.3
0.5
23.9
7.4
0
0
0
0
20.6
0
0
8.9
0
0
0.3
0
0
0
3.6
0
0
0
0
25.9
0.8
0
0
0
0
6.9
0
0
0
0
0.8
0
0
0
0
0
1.3
0
0
30.5
0
0.5
0
0
1.5
10.9
8.4
0
0
0
14.5
4.3
0
6.9
0
0
0.5
0
0
0
0
0
0
0.8
0
20.8
16.5
0
0
0
5.3
28.2
0
0
0
0.8
0.5
0
0
0
0.3
0
31.8
5.1
0
0
0
0
0.5
7.4
0
1
0
2.5
17
0
2.3
0.3
0
0
0
4.8
0
11.7
7.9
0.5
26.2
45
13.7
0
0
15
0.3
0
0
0.3
0
3
0
0
0.8
0.3
0
3
0
15.2
0.8
0
5.1
2.3
0
0
0
7.1
11.2
0.5
0
4.1
7.1
17.8
5.1
0
0
0.3
0
0
0
0
13.2
0.3
0
0
89.2
6.9
0
0
0
16
6.4
1
1
0
0.3
1
7.1
0.5
0
0
1.3
0
0
0
0
0
0.5
3.8
0
0
0
0
0
0
0
0
0
6.4
0
0
0
0
0
2.8
9.4
0.5
35.1
0
0
1.3
3.8
0
0
0
11.2
32.8
0.8
0.3
2
13
1.8
0.8
2
0
0
0.3
0
0
0
10.4
2
0
3.8
12.7
0.8
2.5
0
2.8
1
0
0
0
9.7
0
0
0
0
0
0
0
0.3
0.3
1.5
0.3
1.8
0
0
0
0
0
0
0.3
0
4.1
0
21.3
0
0
0
17.5
7.1
0
0
0
0
0
20.3
0
0.3
0
0
0.3
0.3
0
4.8
3.3
4.3
0.3
0
0.3
0
0
0
0
0
0
7.6
0
25.4
0.5
0.3
0
0
0
0
0
0
0
0
0
13.7
18.8
0
0
0
0
2.3
0
0
0
0
36.1
16.5
0
0.5
16.8
0
0
0
0
0
0
0
0
0
0
0
26.9
0.3
0
0
3.6
0
0
0
0
0
0
0
0
1.3
0.5
1
1.5
0
18
0
2.8
68.8
0
6.4
4.8
1.8
0.5
0
0
0
0
0
0
0
12.2
0.3
3
0.3
0
0
0
6.4
2.3
1
2.3
0.5
3.3
0
0
0
8.4
4.1
0
0
12.4
0.3
0.8
9.4
3.8
0
0
0
0
0.3
0
13
1.5
0
0
0
0
1.8
19.3
0
0
4.8
0.5
0
0.8
0
1
0
4.1
0.3
0
0
0
0
0.3
3
0
7.4
0
0
0
0
0.3
0.5
0.5
37.1
40.1
0.8
0
13.2
4.3
0
0
