precip
0
0
38.4
0
0
0
0
3.6
10.9
0
0
2.3
0.5
4.8
42.4
0
0
18
0
0
0.3
0
1
19.3
0
0
0.5
2.3
0.3
0
0
0
32.8
5.3
4.1
0
0.8
0
0
0
0
0
4.3
1.3
0
0
0
0
21.1
0
0
0
0
0
0
2.8
0
0
16.8
8.4
0
3.3
9.7
0
6.9
1.3
0
0
0
0
0.3
0
0
6.6
0
0
0
0
0
0
7.9
0
2
0
0
0
17.8
0
0
0
0
0
0
0
0
0
0
0
1.3
0
0
0
0
0
0
6.9
1
0
0.8
0
0
0
8.4
0
0
2
0.8
0
0
0
0
0
7.1
8.1
3
0.3
0
6.4
0
0
0
0
0
0
0
0
0
0
4.1
5.3
0
0
15.7
18.5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
26.2
0
0
1.8
0
7.4
0
0
0
0.8
0
0
2.3
0
0
0
0
0
12.4
0
0
0
7.6
12.4
18.3
0
0
0
0
0
0
0
0
0
0
8.9
2.5
0
0.5
0
0
0.3
0
0
12.4
3
0
0
0
0
0.3
3
1.8
0
0
0
0
1
0
0
0
0
0
0
0
0
0
3.6
8.1
7.1
0
119.6
0
0
0
0
13.5
80.3
0.5
0
0
0
0.3
3.3
0.8
0
2
0
0
0
0
11.4
0
0
0
17.8
0
0
0
0
1.8
5.1
0
0
17.8
6.4
0
0
2.8
27.4
0
20.3
0
0
9.9
0
0
0
0
0
0
0
0
0
2.5
18.8
0
0
0
0
0
0
7.6
1.8
2.8
0.5
2.5
0
0
0
0
0
3
0
0
0
0.3
3.3
2
9.1
0
0
0
0
0
0
0.3
0
3.6
22.4
0
0
0.3
0
0
0.8
1
5.8
0.3
0
0
0
2
2.3
0
0
0
0
0
0
0
0
0
0
0
0.8
0.8
19.3
5.8
0
0
0
0
18.8
0
0
2.5
0
0
0
0
0
0
0
0.5
0
0
0
12.4
0.3
0
0
0
0
5.3
0
0
0
0.3
0.3
0
0
0
0
0
1.3
0
0
24.9
0
0.3
0
14.5
2.5
0.3
0
0
0
1.3
12.4
0.8
0
6.1
0
0
0.3
0
0
0
0
0
0
0.3
0
22.4
14
0
0
0
5.1
19.6
0
0
0
0
0
0
0
0
0
0
25.4
4.3
0
0
0
0
0
6.6
0
0.5
0
3.6
13
0
1.8
0.3
0
0
0
3
0
11.4
6.4
0.3
25.9
38.1
6.1
0
0
10.4
0.3
0
0
0
0
4.3
0
0
0
0.3
0
1.3
0
15.5
0.5
0
6.6
2.3
0
0
0
3.6
9.4
0
0.3
1.5
7.9
18
1.8
0
0
0
0
0
0
0
13.2
0
0
0
101.6
6.1
0
0
0
12.4
5.1
1.8
1.3
0
0
5.6
6.6
0
0
0
0.8
0
0
0
1
9.9
0
2.5
0
0
0
0
0
0
0
3
0
11.9
0
0
0
0
0
14.2
24.6
0
15.2
0
0
0.8
3.6
0
0
0
10.2
34.3
0.3
0
1
13
1.5
0
1.8
0
0
0.3
0.3
0
0
2
0
0
2.8
10.4
0.3
23.1
0
3.3
1.3
0
0
0
9.4
0
0
0
0
0
0
0
0
0
16.8
0
1.8
0
0
0
0
0
0
0
0
2.5
0
23.9
0
0
0
13.2
0.3
0.3
0
0
0
0
14.2
0
0
0
0
0
0
0
2.5
8.4
7.6
0
0
0
0
0
0
0
0
0
6.6
0
26.2
1.3
0
0
0
0
0
0
0
0
0
0
14.2
5.8
0
0
0
0
17.3
0
0
0
0
37.1
6.6
0
0
18
0.3
0
0
0
0
0
0
0
0
0
0
31
0
0
0.5
3.8
0
0
0
0
0
0
0
0
0
0
1.5
0.5
0
20.3
0
2.8
67.8
0.3
5.3
4.6
0
0
0
0
0
0
0
0
0
15.5
0
0
0
0
0
0
7.1
0
1
1
0
0
0
0
0
8.4
0
0
0
8.6
0.3
1.3
0
0
0
0
0
0
0
0
10.7
1.8
0
0
0
0
15.5
1.3
0
4.8
1.8
0.3
0
0
0
1.3
0
2.5
0.3
0
0
0
0
0.3
0.8
0
6.1
0
0
0
0
0
0
0
22.9
8.9
0
0
3
0.3
0
0
17.8
0
0
0
0
1.8
0
0
10.4
65.8
2.5
0.8
0
2.5
0.3
0
0
55.4
0
0
0
0
0
0
3.8
0
8.4
1.3
0
0
5.1
0
0
0
0
0
3.6
0
0
0
0.3
0
