precip
0
0
0
57.7
0
0
0.3
0
8.1
11.2
0
1.8
0
2
26.2
37.1
0
0
25.1
0
0
0.5
0.8
1.3
24.1
0
0
1.5
6.1
0
0
0
0
53.3
0
4.3
0
1
0
0
0
0
0
8.9
0
0.3
0
0
2.5
22.9
0
0
0
0
0
3.6
17.8
0
0
37.1
1.5
0
13.7
0.3
0
17.5
0.5
0
0
0
2.8
1.8
0
20.1
6.1
0
0
0
0
0
9.1
4.1
0
4.3
0
0
9.1
9.9
0
0
0
0
0
2.5
0
0
0
0
0
1.8
0
1.3
0
0
0
0
11.2
0.3
0
0.3
0.5
0
4.3
6.1
0
0
0
0
0
0
0
0
0
7.1
10.7
1.5
0
0
11.7
0
0
0
0
0
0
0
0
0
1.8
20.6
0.8
0
0
21.1
21.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.5
1.5
0
0.3
0.5
0
0
0
0
0
0
0
0
0
0
0
0
36.6
10.2
1.8
2.3
1.3
0
7.6
0
0
0.5
0
0
2.5
0.5
0
0
0
0
0
38.6
0
0
17.5
2
0.5
2.5
0
2.3
0
0
0
0
0
0
0
0
2.8
1.5
0
0.5
0
0
0.5
0
0.3
18.3
0
0
0
0
0
1.3
3.3
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
9.1
0.8
5.8
0.3
84.1
0
0
0
0
27.4
84.3
0
0
0
0
1.3
6.4
0
0
1
0
0
0
0.3
13.7
0
0
0
20.1
0
0
0
1
0.3
6.1
0.3
0
20.8
0.5
0
0
31.8
0
1.3
19.6
0
7.4
0
0
0
0
0
0
0
0
0
0
32.8
0
0
0
0
0
0
0
3.8
0
1.3
0
3
0
0
0
0
0
4.8
0
0
0
0.3
4.1
7.9
12.4
0
0.3
0
0
0
0
1.3
0
32.5
5.3
0
0
1.3
0
0
2.5
9.1
4.1
0
0
0
0
8.6
0
0
0
0
0
0
0
0
0
0
0
0
0.3
1.3
29.7
0
0
0
0
0.3
21.8
0.3
0.8
9.1
0
0
0.8
0
0
0
3.8
0
0
0
1
19.3
0
0
0
0
8.6
0
0
0
0.5
0.3
0
0
0
0
0
0.3
0.5
0
18.5
15.2
0
0.5
0
20.1
2.3
0
0
0
0
0.8
15.5
2.3
1
5.6
0
0.3
0
0
0
0
0
0
0
0.5
0
32.8
7.4
0
0
0
26.7
8.6
0
0
0
0
0
0
0
0
0
24.1
24.4
0
0
0
0
0
3.3
5.1
0
0.8
0
11.9
2
0
2.5
0
0
0
4.6
0.3
0.8
14.7
2.3
0.8
64.8
10.2
8.9
0
4.8
10.2
0
0
0
0
2
1.8
0
0
0
0
0.5
0.5
0
21.6
0
0
7.9
0
0
0
0
8.1
9.9
0.3
0
6.9
9.1
11.2
6.9
0
0
0
0
0
0
0
11.7
0
0
0
72.4
2.5
0
0
0
19.6
1.3
3.6
0
0
0
0.3
8.1
0
0
0
3.6
0
0
0
0
29.5
2.8
0.3
0
0
0
0
0
0
0
0
0
2.5
0
0
0
0
0.3
14
0.3
0
10.4
0
0
7.1
0
0
0
0
24.4
9.1
0
0.3
18.3
2.8
0.8
0
2
0
0
0.3
0
0
14.7
0
8.9
0
10.7
1
0
3.6
0
3.8
0
0
0
0
10.9
0
0
0
0
0
0
0
0
1.5
0.3
0
0.3
0
0
0
0
0
0
0
3.6
0
6.9
30
0
0
0
23.9
0.3
0
0
0
0
2.8
14.2
0
0
0
0
0
0
0
4.1
5.6
0.5
0
0
0.3
0
0
0
0
0
0
8.1
0
28.2
0
0
0
0
0
0
0
0
0
0
0.5
21.6
5.3
0
0
0
0
5.6
0
0
0
5.3
41.4
1.3
0
0.8
15.7
0
0
0
0
0
0
0
0
0
0
0
28.7
0
0
1.3
1.5
0
0
0
0
0
0
0
0.8
0
2
0.8
0.5
7.6
9.4
0
21.6
51.8
0
11.2
0.3
0
1
0
0
0
0
0
0
0
16.3
0
0
0
0
0
6.1
1.3
0
3.3
1.5
0
0
0
0
0
10.9
0
0
0
13.2
6.1
10.9
0
0
0
0
0
0
0
0
12.4
0.8
0
0
0
0
29.5
0
0
3
2
0
0
0
0
0.8
0
4.6
0
0
0
0
0
3
0
0
11.4
0
0
0
0
0.8
0.8
3.6
41.9
13.2
0
0
13.5
0
0
16.3
4.8
0
0
0
2.5
0.5
0
0
67.8
22.9
1.3
0.3
0
10.9
0
0
