,Sub,HRU1,Area.ha.Input.std,Slope,SlpLgth.m.,Ovrlnd_N,CondII_CN,TimeConc.hr.,ESCO,EPCO,sub,HRU2,input.std.area.ha,LULC,Sub.1,HRU3,Area_ha,SoilName,Hydgrp,MaxRtDpth_mm,Albedo,USLE_K,USLE_P,USLE_LS,ProfileAWC_mm,IniSoilH2O_mm,CheckPart1VsPart2,CheckPart1VsPart3,AreaTimesSWATCN2
7030,17,7030,0.65,0.026,91.46,0.1,55,0.628,0.91,0.57,17,7030,0.65,FRST,17,7030,0.65,Canton,B,1520,0.16,0.28,1,0.38,304,190.845,TRUE,TRUE,35.75
7031,17,7031,7.34,0.167,18.29,0.1,55,0.147,0.91,0.57,17,7031,7.34,FRST,17,7031,7.34,Canton,B,1520,0.16,0.28,1,2.31,304,190.845,TRUE,TRUE,403.7
7032,17,7032,2.97,0.088,60.98,0.1,55,0.346,0.91,0.57,17,7032,2.97,FRST,17,7032,2.97,Canton,B,1520,0.16,0.28,1,1.73,304,190.845,TRUE,TRUE,163.35
7033,17,7033,0.65,0.13,24.39,0.1,55,0.176,0.91,0.57,17,7033,0.65,FRST,17,7033,0.65,Canton,B,1520,0.16,0.32,1,1.84,304,190.845,TRUE,TRUE,35.75
7034,17,7034,9.84,0.071,60.98,0.1,55,0.377,0.91,0.57,17,7034,9.84,FRST,17,7034,9.84,Canton,B,1520,0.16,0.32,1,1.25,304,190.845,TRUE,TRUE,541.2
7035,17,7035,8.27,0.027,91.46,0.1,55,0.632,0.91,0.57,17,7035,8.27,FRST,17,7035,8.27,Canton,B,1520,0.16,0.32,1,0.4,304,190.845,TRUE,TRUE,454.85
7036,17,7036,12.17,0.026,91.46,0.1,55,0.643,0.91,0.57,17,7036,12.17,FRST,17,7036,12.17,Charlton,B,1520,0.16,0.32,1,0.38,304,190.845,TRUE,TRUE,669.35
7037,17,7037,10.96,0.069,60.98,0.1,55,0.382,0.91,0.57,17,7037,10.96,FRST,17,7037,10.96,Charlton,B,1520,0.16,0.32,1,1.2,304,190.845,TRUE,TRUE,602.8
7038,17,7038,0.28,0.123,24.39,0.1,55,0.179,0.91,0.57,17,7038,0.28,FRST,17,7038,0.28,Charlton,B,1520,0.16,0.32,1,1.69,304,190.845,TRUE,TRUE,15.4
7039,17,7039,17.46,0.029,91.46,0.1,55,0.629,0.91,0.57,17,7039,17.46,FRST,17,7039,17.46,Charlton,B,1520,0.16,0.32,1,0.44,304,190.845,TRUE,TRUE,960.3
7040,17,7040,1.76,0.132,24.39,0.1,55,0.177,0.91,0.57,17,7040,1.76,FRST,17,7040,1.76,Charlton,B,1520,0.16,0.32,1,1.89,304,190.845,TRUE,TRUE,96.8
7041,17,7041,19.22,0.072,60.98,0.1,55,0.386,0.91,0.57,17,7041,19.22,FRST,17,7041,19.22,Charlton,B,1520,0.16,0.32,1,1.28,304,190.845,TRUE,TRUE,1057.1
7042,17,7042,86,0.008,121.95,0.1,77,1.151,0.91,0.57,17,7042,86,FRST,17,7042,86,Freetown,D,1520,0.23,0,1,0.14,243.2,152.676,TRUE,TRUE,6622
7043,17,7043,5.48,0.069,60.98,0.1,77,0.375,0.91,0.57,17,7043,5.48,FRST,17,7043,5.48,Freetown,D,1520,0.23,0,1,1.2,243.2,152.676,TRUE,TRUE,421.96
7044,17,7044,0.46,0.139,24.39,0.1,77,0.173,0.91,0.57,17,7044,0.46,FRST,17,7044,0.46,Freetown,D,1520,0.23,0,1,2.05,243.2,152.676,TRUE,TRUE,35.42
7045,17,7045,3.34,0.067,60.98,0.1,35,0.375,0.91,0.57,17,7045,3.34,FRST,17,7045,3.34,Hinckley,A,1520,0.23,0.28,1,1.15,334.4,209.929,TRUE,TRUE,116.9
7046,17,7046,4.64,0.029,91.46,0.1,35,0.614,0.91,0.57,17,7046,4.64,FRST,17,7046,4.64,Hinckley,A,1520,0.23,0.28,1,0.44,334.4,209.929,TRUE,TRUE,162.4
7047,17,7047,1.11,0.152,24.39,0.1,35,0.169,0.91,0.57,17,7047,1.11,FRST,17,7047,1.11,Hinckley,A,1520,0.23,0.28,1,2.36,334.4,209.929,TRUE,TRUE,38.85
7048,17,7048,0.19,0.122,24.39,0.1,35,0.179,0.91,0.57,17,7048,0.19,FRST,17,7048,0.19,Hinckley,A,1520,0.23,0.28,1,1.67,334.4,209.929,TRUE,TRUE,6.65
7049,17,7049,5.57,0.068,60.98,0.1,35,0.377,0.91,0.57,17,7049,5.57,FRST,17,7049,5.57,Hinckley,A,1520,0.23,0.28,1,1.18,334.4,209.929,TRUE,TRUE,194.95
7050,17,7050,8.36,0.026,91.46,0.1,35,0.639,0.91,0.57,17,7050,8.36,FRST,17,7050,8.36,Hinckley,A,1520,0.23,0.28,1,0.38,334.4,209.929,TRUE,TRUE,292.6
7051,17,7051,1.76,0.129,24.39,0.1,35,0.178,0.91,0.57,17,7051,1.76,FRST,17,7051,1.76,Hinckley,A,1520,0.23,0.24,1,1.82,334.4,209.929,TRUE,TRUE,61.6
7052,17,7052,6.97,0.028,91.46,0.1,35,0.623,0.91,0.57,17,7052,6.97,FRST,17,7052,6.97,Hinckley,A,1520,0.23,0.24,1,0.42,334.4,209.929,TRUE,TRUE,243.95
7053,17,7053,8.92,0.077,60.98,0.1,35,0.367,0.91,0.57,17,7053,8.92,FRST,17,7053,8.92,Hinckley,A,1520,0.23,0.24,1,1.42,334.4,209.929,TRUE,TRUE,312.2
7054,17,7054,20.34,0.072,60.98,0.1,70,0.388,0.91,0.57,17,7054,20.34,FRST,17,7054,20.34,Hollis,C,460,0.16,0.32,1,1.28,78.2,49.092,TRUE,TRUE,1423.8
7055,17,7055,17.55,0.027,91.46,0.1,70,0.642,0.91,0.57,17,7055,17.55,FRST,17,7055,17.55,Hollis,C,460,0.16,0.32,1,0.4,78.2,49.092,TRUE,TRUE,1228.5
7056,17,7056,1.67,0.133,24.39,0.1,70,0.177,0.91,0.57,17,7056,1.67,FRST,17,7056,1.67,Hollis,C,460,0.16,0.32,1,1.91,78.2,49.092,TRUE,TRUE,116.9
7057,17,7057,0.74,0.087,60.98,0.1,70,0.344,0.91,0.57,17,7057,0.74,FRST,17,7057,0.74,Hollis,C,460,0.16,0.32,1,1.7,78.2,49.092,TRUE,TRUE,51.8
7058,17,7058,1.11,0.147,24.39,0.1,70,0.171,0.91,0.57,17,7058,1.11,FRST,17,7058,1.11,Hollis,C,460,0.16,0.32,1,2.24,78.2,49.092,TRUE,TRUE,77.7
7059,17,7059,4.46,0.017,121.95,0.1,35,0.853,0.91,0.57,17,7059,4.46,FRST,17,7059,4.46,Merrimac,A,1520,0.23,0.32,1,0.26,334.4,209.929,TRUE,TRUE,156.1
7060,17,7060,0.28,0.086,60.98,0.1,35,0.344,0.91,0.57,17,7060,0.28,FRST,17,7060,0.28,Merrimac,A,1520,0.23,0.32,1,1.67,334.4,209.929,TRUE,TRUE,9.8
7061,17,7061,12.26,0.075,60.98,0.1,35,0.374,0.91,0.57,17,7061,12.26,FRST,17,7061,12.26,Merrimac,A,1520,0.23,0.32,1,1.36,334.4,209.929,TRUE,TRUE,429.1
7062,17,7062,25.63,0.02,91.46,0.1,35,0.709,0.91,0.57,17,7062,25.63,FRST,17,7062,25.63,Merrimac,A,1520,0.23,0.32,1,0.28,334.4,209.929,TRUE,TRUE,897.05
7063,17,7063,1.21,0.133,24.39,0.1,35,0.176,0.91,0.57,17,7063,1.21,FRST,17,7063,1.21,Merrimac,A,1520,0.23,0.32,1,1.91,334.4,209.929,TRUE,TRUE,42.35
7064,17,7064,4.64,0.065,60.98,0.1,35,0.38,0.91,0.57,17,7064,4.64,FRST,17,7064,4.64,Merrimac,A,1520,0.23,0.32,1,1.1,334.4,209.929,TRUE,TRUE,162.4
7065,17,7065,15.14,0.023,91.46,0.1,35,0.67,0.91,0.57,17,7065,15.14,FRST,17,7065,15.14,Merrimac,A,1520,0.23,0.32,1,0.33,334.4,209.929,TRUE,TRUE,529.9
7066,17,7066,0.28,0.121,24.39,0.1,35,0.179,0.91,0.57,17,7066,0.28,FRST,17,7066,0.28,Merrimac,A,1520,0.23,0.32,1,1.65,334.4,209.929,TRUE,TRUE,9.8
7067,17,7067,1.86,0.023,91.46,0.1,70,0.654,0.91,0.57,17,7067,1.86,FRST,17,7067,1.86,Paxton,C,1520,0.16,0.32,1,0.33,258.4,162.218,TRUE,TRUE,130.2
7068,17,7068,1.58,0.141,24.39,0.1,70,0.174,0.91,0.57,17,7068,1.58,FRST,17,7068,1.58,Paxton,C,1520,0.16,0.32,1,2.09,258.4,162.218,TRUE,TRUE,110.6
7069,17,7069,5.39,0.081,60.98,0.1,70,0.358,0.91,0.57,17,7069,5.39,FRST,17,7069,5.39,Paxton,C,1520,0.16,0.32,1,1.53,258.4,162.218,TRUE,TRUE,377.3
7070,17,7070,1.76,0.083,60.98,0.1,70,0.35,0.91,0.57,17,7070,1.76,FRST,17,7070,1.76,Paxton,C,1520,0.16,0.32,1,1.58,258.4,162.218,TRUE,TRUE,123.2
7071,17,7071,0.09,0.125,24.39,0.1,70,0.177,0.91,0.57,17,7071,0.09,FRST,17,7071,0.09,Paxton,C,1520,0.16,0.32,1,1.73,258.4,162.218,TRUE,TRUE,6.3
7072,17,7072,0.09,0.046,91.46,0.1,70,0.529,0.91,0.57,17,7072,0.09,FRST,17,7072,0.09,Paxton,C,1520,0.16,0.32,1,0.82,258.4,162.218,TRUE,TRUE,6.3
7073,17,7073,8.73,0.157,24.39,0.1,70,0.178,0.91,0.57,17,7073,8.73,FRST,17,7073,8.73,Paxton,C,1520,0.16,0.32,1,2.49,258.4,162.218,TRUE,TRUE,611.1
7074,17,7074,3.44,0.088,60.98,0.1,70,0.346,0.91,0.57,17,7074,3.44,FRST,17,7074,3.44,Paxton,C,1520,0.16,0.32,1,1.73,258.4,162.218,TRUE,TRUE,240.8
7075,17,7075,6.5,0.078,60.98,0.1,70,0.363,0.91,0.57,17,7075,6.5,FRST,17,7075,6.5,Paxton,C,1520,0.16,0.43,1,1.44,258.4,162.218,TRUE,TRUE,455
7076,17,7076,2.41,0.029,91.46,0.1,70,0.611,0.91,0.57,17,7076,2.41,FRST,17,7076,2.41,Paxton,C,1520,0.16,0.43,1,0.44,258.4,162.218,TRUE,TRUE,168.7
7077,17,7077,0.65,0.148,24.39,0.1,70,0.17,0.91,0.57,17,7077,0.65,FRST,17,7077,0.65,Paxton,C,1520,0.16,0.43,1,2.26,258.4,162.218,TRUE,TRUE,45.5
7078,17,7078,1.58,0.098,60.98,0.1,70,0.333,0.91,0.57,17,7078,1.58,FRST,17,7078,1.58,Paxton,C,1520,0.16,0.32,1,2.04,258.4,162.218,TRUE,TRUE,110.6
7079,17,7079,3.34,0.155,24.39,0.1,70,0.171,0.91,0.57,17,7079,3.34,FRST,17,7079,3.34,Paxton,C,1520,0.16,0.32,1,2.44,258.4,162.218,TRUE,TRUE,233.8
7080,17,7080,9.84,0.193,18.29,0.1,70,0.144,0.91,0.57,17,7080,9.84,FRST,17,7080,9.84,Paxton,C,1520,0.16,0.32,1,2.92,258.4,162.218,TRUE,TRUE,688.8
7081,17,7081,3.62,0.089,60.98,0.1,70,0.346,0.91,0.57,17,7081,3.62,FRST,17,7081,3.62,Paxton,C,1520,0.16,0.32,1,1.76,258.4,162.218,TRUE,TRUE,253.4
7082,17,7082,0.37,0.041,91.46,0.1,70,0.548,0.91,0.57,17,7082,0.37,FRST,17,7082,0.37,Paxton,C,1520,0.16,0.32,1,0.7,258.4,162.218,TRUE,TRUE,25.9
7083,17,7083,0.56,0.032,91.46,0.1,70,0.59,0.91,0.57,17,7083,0.56,FRST,17,7083,0.56,Ridgebury,C,1520,0.16,0.28,1,0.5,258.4,162.218,TRUE,TRUE,39.2
7084,17,7084,0.65,0.071,60.98,0.1,70,0.365,0.91,0.57,17,7084,0.65,FRST,17,7084,0.65,Ridgebury,C,1520,0.16,0.28,1,1.25,258.4,162.218,TRUE,TRUE,45.5
7085,17,7085,1.11,0.061,60.98,0.1,70,0.383,0.91,0.57,17,7085,1.11,FRST,17,7085,1.11,Ridgebury,C,1520,0.16,0.32,1,1,258.4,162.218,TRUE,TRUE,77.7
7086,17,7086,0.09,0.119,60.98,0.1,70,0.312,0.91,0.57,17,7086,0.09,FRST,17,7086,0.09,Ridgebury,C,1520,0.16,0.32,1,2.76,258.4,162.218,TRUE,TRUE,6.3
7087,17,7087,3.16,0.024,91.46,0.1,70,0.647,0.91,0.57,17,7087,3.16,FRST,17,7087,3.16,Ridgebury,C,1520,0.16,0.32,1,0.35,258.4,162.218,TRUE,TRUE,221.2
7088,17,7088,0.09,0.129,24.39,0.1,55,0.176,0.91,0.57,17,7088,0.09,FRST,17,7088,0.09,Rock_outcrop-Hol,B,1000,0.28,0,1,1.82,100,62.778,TRUE,TRUE,4.95
7089,17,7089,0.46,0.085,60.98,0.1,55,0.346,0.91,0.57,17,7089,0.46,FRST,17,7089,0.46,Rock_outcrop-Hol,B,1000,0.28,0,1,1.64,100,62.778,TRUE,TRUE,25.3
7090,17,7090,1.21,0.014,121.95,0.1,77,0.899,0.91,0.57,17,7090,1.21,FRST,17,7090,1.21,Scarboro,D,1520,0.1,0.17,1,0.21,243.2,152.676,TRUE,TRUE,93.17
7091,17,7091,8.17,0.022,91.46,0.1,55,0.671,0.91,0.57,17,7091,8.17,FRST,17,7091,8.17,Sudbury,B,1520,0.23,0.28,1,0.31,304,190.845,TRUE,TRUE,449.35
7092,17,7092,3.34,0.074,60.98,0.1,55,0.364,0.91,0.57,17,7092,3.34,FRST,17,7092,3.34,Sudbury,B,1520,0.23,0.28,1,1.33,304,190.845,TRUE,TRUE,183.7
7093,17,7093,0.19,0.139,24.39,0.1,55,0.172,0.91,0.57,17,7093,0.19,FRST,17,7093,0.19,Sudbury,B,1520,0.23,0.28,1,2.05,304,190.845,TRUE,TRUE,10.45
7094,17,7094,17.92,0.014,121.95,0.1,77,0.92,0.91,0.57,17,7094,17.92,FRST,17,7094,17.92,Swansea,D,1520,0.16,0.02,1,0.21,243.2,152.676,TRUE,TRUE,1379.84
7095,17,7095,0.93,0.063,60.98,0.1,77,0.379,0.91,0.57,17,7095,0.93,FRST,17,7095,0.93,Swansea,D,1520,0.16,0.02,1,1.05,243.2,152.676,TRUE,TRUE,71.61
7096,17,7096,2.79,0.026,91.46,0.1,55,0.632,0.91,0.57,17,7096,2.79,FRST,17,7096,2.79,Udorthents,B,1520,0.3,0.1,1,0.38,304,190.845,TRUE,TRUE,153.45
7097,17,7097,2.88,0.063,60.98,0.1,55,0.382,0.91,0.57,17,7097,2.88,FRST,17,7097,2.88,Udorthents,B,1520,0.3,0.1,1,1.05,304,190.845,TRUE,TRUE,158.4
7098,17,7098,1.21,0.174,18.29,0.1,55,0.137,0.91,0.57,17,7098,1.21,FRST,17,7098,1.21,Udorthents,B,1520,0.3,0.1,1,2.47,304,190.845,TRUE,TRUE,66.55
7099,17,7099,3.9,0.021,91.46,0.1,55,0.675,0.91,0.57,17,7099,3.9,FRST,17,7099,3.9,"Udorthents,_wet",B,1000,0.28,0,1,0.3,100,62.778,TRUE,TRUE,214.5
7100,17,7100,0.74,0.057,60.98,0.1,55,0.39,0.91,0.57,17,7100,0.74,FRST,17,7100,0.74,"Udorthents,_wet",B,1000,0.28,0,1,0.91,100,62.778,TRUE,TRUE,40.7
7101,17,7101,0.74,0.031,91.46,0.1,55,0.596,0.91,0.57,17,7101,0.74,FRST,17,7101,0.74,Udorthents,B,1520,0.3,0.1,1,0.48,304,190.845,TRUE,TRUE,40.7
7102,17,7102,0.46,0.074,60.98,0.1,55,0.36,0.91,0.57,17,7102,0.46,FRST,17,7102,0.46,Udorthents,B,1520,0.3,0.1,1,1.33,304,190.845,TRUE,TRUE,25.3
7103,17,7103,0.28,0.141,24.39,0.1,55,0.171,0.91,0.57,17,7103,0.28,FRST,17,7103,0.28,Udorthents,B,1520,0.3,0.1,1,2.09,304,190.845,TRUE,TRUE,15.4
7104,17,7104,0.56,0.021,91.46,0.1,55,0.67,0.91,0.57,17,7104,0.56,FRST,17,7104,0.56,Urban_to,B,1000,0.28,0,1,0.3,100,62.778,TRUE,TRUE,30.8
7105,17,7105,0.56,0.067,60.98,0.1,55,0.371,0.91,0.57,17,7105,0.56,FRST,17,7105,0.56,Urban_to,B,1000,0.28,0,1,1.15,100,62.778,TRUE,TRUE,30.8
7106,17,7106,0.19,0.159,24.39,0.1,77,0.165,0.91,0.57,17,7106,0.19,FRST,17,7106,0.19,Water,D,25.4,0.23,0,1,2.54,4.064,2.551,TRUE,TRUE,14.63
7107,17,7107,1.02,0.025,91.46,0.1,77,0.636,0.91,0.57,17,7107,1.02,FRST,17,7107,1.02,Water,D,25.4,0.23,0,1,0.36,4.064,2.551,TRUE,TRUE,78.54
7108,17,7108,0.56,0.067,60.98,0.1,77,0.371,0.91,0.57,17,7108,0.56,FRST,17,7108,0.56,Water,D,25.4,0.23,0,1,1.15,4.064,2.551,TRUE,TRUE,43.12
7109,17,7109,0.19,0.121,24.39,0.1,77,0.179,0.91,0.57,17,7109,0.19,FRST,17,7109,0.19,Whitman,D,1520,0.16,0.37,1,1.65,243.2,152.676,TRUE,TRUE,14.63
7110,17,7110,3.53,0.027,91.46,0.1,77,0.626,0.91,0.57,17,7110,3.53,FRST,17,7110,3.53,Whitman,D,1520,0.16,0.37,1,0.4,243.2,152.676,TRUE,TRUE,271.81
7111,17,7111,1.39,0.079,60.98,0.1,77,0.355,0.91,0.57,17,7111,1.39,FRST,17,7111,1.39,Whitman,D,1520,0.16,0.37,1,1.47,243.2,152.676,TRUE,TRUE,107.03
7112,17,7112,6.32,0.026,91.46,0.1,70,0.636,0.91,0.57,17,7112,6.32,FRST,17,7112,6.32,Woodbridge,C,1520,0.23,0.32,1,0.38,258.4,162.218,TRUE,TRUE,442.4
7113,17,7113,4.36,0.068,60.98,0.1,70,0.375,0.91,0.57,17,7113,4.36,FRST,17,7113,4.36,Woodbridge,C,1520,0.23,0.32,1,1.18,258.4,162.218,TRUE,TRUE,305.2
7114,17,7114,0.46,0.157,24.39,0.1,70,0.166,0.91,0.57,17,7114,0.46,FRST,17,7114,0.46,Woodbridge,C,1520,0.23,0.32,1,2.49,258.4,162.218,TRUE,TRUE,32.2
7115,17,7115,0.46,0.12,60.98,0.1,70,0.312,0.91,0.57,17,7115,0.46,FRST,17,7115,0.46,Woodbridge,C,1520,0.23,0.32,1,2.8,258.4,162.218,TRUE,TRUE,32.2
7116,17,7116,3.99,0.072,60.98,0.1,70,0.368,0.91,0.57,17,7116,3.99,FRST,17,7116,3.99,Woodbridge,C,1520,0.23,0.32,1,1.28,258.4,162.218,TRUE,TRUE,279.3
7117,17,7117,7.24,0.031,91.46,0.1,70,0.605,0.91,0.57,17,7117,7.24,FRST,17,7117,7.24,Woodbridge,C,1520,0.23,0.32,1,0.48,258.4,162.218,TRUE,TRUE,506.8
7118,17,7118,1.39,0.062,60.98,0.1,70,0.381,0.91,0.57,17,7118,1.39,FRST,17,7118,1.39,Woodbridge,C,1520,0.23,0.32,1,1.03,258.4,162.218,TRUE,TRUE,97.3
7119,17,7119,5.39,0.028,91.46,0.1,70,0.621,0.91,0.57,17,7119,5.39,FRST,17,7119,5.39,Woodbridge,C,1520,0.23,0.32,1,0.42,258.4,162.218,TRUE,TRUE,377.3
7120,17,7120,0.56,0.066,60.98,0.14,65.14,0.456,0.91,0.57,17,7120,0.56,AGRL,17,7120,0.56,Canton,B,1520,0.16,0.32,1,1.13,304,190.845,TRUE,TRUE,36.4784
7121,17,7121,1.11,0.03,91.46,0.14,65.14,0.737,0.91,0.57,17,7121,1.11,AGRL,17,7121,1.11,Canton,B,1520,0.16,0.32,1,0.46,304,190.845,TRUE,TRUE,72.3054
7122,17,7122,0.09,0.116,60.98,0.14,65.14,0.384,0.91,0.57,17,7122,0.09,AGRL,17,7122,0.09,Canton,B,1520,0.16,0.32,1,2.65,304,190.845,TRUE,TRUE,5.8626
7123,17,7123,0.46,0.034,91.46,0.14,65.14,0.709,0.91,0.57,17,7123,0.46,AGRL,17,7123,0.46,Canton,B,1520,0.16,0.32,1,0.54,304,190.845,TRUE,TRUE,29.9644
7124,17,7124,2.51,0.076,60.98,0.14,65.14,0.44,0.91,0.57,17,7124,2.51,AGRL,17,7124,2.51,Canton,B,1520,0.16,0.32,1,1.39,304,190.845,TRUE,TRUE,163.5014
7125,17,7125,0.56,0.135,24.39,0.14,65.14,0.213,0.91,0.57,17,7125,0.56,AGRL,17,7125,0.56,Canton,B,1520,0.16,0.32,1,1.96,304,190.845,TRUE,TRUE,36.4784
7126,17,7126,0.09,0.08,60.98,0.14,65.14,0.43,0.91,0.57,17,7126,0.09,AGRL,17,7126,0.09,Canton,B,1520,0.16,0.28,1,1.5,304,190.845,TRUE,TRUE,5.8626
7127,17,7127,0.09,0.118,60.98,0.14,65.14,0.382,0.91,0.57,17,7127,0.09,AGRL,17,7127,0.09,Canton,B,1520,0.16,0.28,1,2.73,304,190.845,TRUE,TRUE,5.8626
7128,17,7128,0.09,0.033,91.46,0.14,65.14,0.715,0.91,0.57,17,7128,0.09,AGRL,17,7128,0.09,Charlton,B,1520,0.16,0.32,1,0.52,304,190.845,TRUE,TRUE,5.8626
7129,17,7129,0.28,0.065,60.98,0.14,65.14,0.458,0.91,0.57,17,7129,0.28,AGRL,17,7129,0.28,Charlton,B,1520,0.16,0.32,1,1.1,304,190.845,TRUE,TRUE,18.2392
7130,17,7130,0.37,0.015,121.95,0.14,82.1,1.076,0.91,0.57,17,7130,0.37,AGRL,17,7130,0.37,Freetown,D,1520,0.23,0,1,0.23,243.2,152.676,TRUE,TRUE,30.377
7131,17,7131,0.56,0.06,60.98,0.14,42.34,0.469,0.91,0.57,17,7131,0.56,AGRL,17,7131,0.56,Hinckley,A,1520,0.23,0.28,1,0.98,334.4,209.929,TRUE,TRUE,23.7104
7132,17,7132,0.37,0.026,91.46,0.14,42.34,0.768,0.91,0.57,17,7132,0.37,AGRL,17,7132,0.37,Hinckley,A,1520,0.23,0.28,1,0.38,334.4,209.929,TRUE,TRUE,15.6658
7133,17,7133,0.46,0.056,60.98,0.14,76.23,0.479,0.91,0.57,17,7133,0.46,AGRL,17,7133,0.46,Hollis,C,460,0.16,0.32,1,0.89,78.2,49.092,TRUE,TRUE,35.0658
7134,17,7134,1.11,0.03,91.46,0.14,76.23,0.737,0.91,0.57,17,7134,1.11,AGRL,17,7134,1.11,Hollis,C,460,0.16,0.32,1,0.46,78.2,49.092,TRUE,TRUE,84.6153
7135,17,7135,2.04,0.02,91.46,0.14,42.34,0.834,0.91,0.57,17,7135,2.04,AGRL,17,7135,2.04,Merrimac,A,1520,0.23,0.32,1,0.28,334.4,209.929,TRUE,TRUE,86.3736
7136,17,7136,3.9,0.023,91.46,0.14,42.34,0.802,0.91,0.57,17,7136,3.9,AGRL,17,7136,3.9,Merrimac,A,1520,0.23,0.32,1,0.33,334.4,209.929,TRUE,TRUE,165.126
7137,17,7137,3.44,0.071,60.98,0.14,42.34,0.45,0.91,0.57,17,7137,3.44,AGRL,17,7137,3.44,Merrimac,A,1520,0.23,0.32,1,1.25,334.4,209.929,TRUE,TRUE,145.6496
7138,17,7138,0.09,0.051,60.98,0.14,42.34,0.492,0.91,0.57,17,7138,0.09,AGRL,17,7138,0.09,Merrimac,A,1520,0.23,0.32,1,0.78,334.4,209.929,TRUE,TRUE,3.8106
7139,17,7139,2.88,0.019,121.95,0.14,42.34,1.007,0.91,0.57,17,7139,2.88,AGRL,17,7139,2.88,Merrimac,A,1520,0.23,0.32,1,0.29,334.4,209.929,TRUE,TRUE,121.9392
7140,17,7140,0.09,0.132,24.39,0.14,42.34,0.213,0.91,0.57,17,7140,0.09,AGRL,17,7140,0.09,Merrimac,A,1520,0.23,0.32,1,1.89,334.4,209.929,TRUE,TRUE,3.8106
7141,17,7141,0.46,0.149,24.39,0.14,76.23,0.207,0.91,0.57,17,7141,0.46,AGRL,17,7141,0.46,Paxton,C,1520,0.16,0.32,1,2.29,258.4,162.218,TRUE,TRUE,35.0658
7142,17,7142,0.93,0.085,60.98,0.14,76.23,0.423,0.91,0.57,17,7142,0.93,AGRL,17,7142,0.93,Paxton,C,1520,0.16,0.32,1,1.64,258.4,162.218,TRUE,TRUE,70.8939
7143,17,7143,0.37,0.017,121.95,0.14,76.23,1.037,0.91,0.57,17,7143,0.37,AGRL,17,7143,0.37,Paxton,C,1520,0.16,0.32,1,0.26,258.4,162.218,TRUE,TRUE,28.2051
7144,17,7144,0.28,0.196,18.29,0.14,76.23,0.16,0.91,0.57,17,7144,0.28,AGRL,17,7144,0.28,Paxton,C,1520,0.16,0.32,1,3,258.4,162.218,TRUE,TRUE,21.3444
7145,17,7145,0.56,0.025,91.46,0.14,76.23,0.778,0.91,0.57,17,7145,0.56,AGRL,17,7145,0.56,Ridgebury,C,1520,0.16,0.28,1,0.36,258.4,162.218,TRUE,TRUE,42.6888
7146,17,7146,0.37,0.07,60.98,0.14,76.23,0.448,0.91,0.57,17,7146,0.37,AGRL,17,7146,0.37,Ridgebury,C,1520,0.16,0.28,1,1.23,258.4,162.218,TRUE,TRUE,28.2051
7147,17,7147,0.56,0.01,121.95,0.14,82.1,1.216,0.91,0.57,17,7147,0.56,AGRL,17,7147,0.56,Scarboro,D,1520,0.1,0.17,1,0.16,243.2,152.676,TRUE,TRUE,45.976
7148,17,7148,1.3,0.06,60.98,0.14,65.14,0.47,0.91,0.57,17,7148,1.3,AGRL,17,7148,1.3,Sudbury,B,1520,0.23,0.28,1,0.98,304,190.845,TRUE,TRUE,84.682
7149,17,7149,11.89,0.014,121.95,0.14,65.14,1.114,0.91,0.57,17,7149,11.89,AGRL,17,7149,11.89,Sudbury,B,1520,0.23,0.28,1,0.21,304,190.845,TRUE,TRUE,774.5146
7150,17,7150,3.53,0.067,60.98,0.14,65.14,0.458,0.91,0.57,17,7150,3.53,AGRL,17,7150,3.53,Udorthents,B,1520,0.3,0.1,1,1.15,304,190.845,TRUE,TRUE,229.9442
7151,17,7151,13.93,0.02,91.46,0.14,65.14,0.848,0.91,0.57,17,7151,13.93,AGRL,17,7151,13.93,Udorthents,B,1520,0.3,0.1,1,0.28,304,190.845,TRUE,TRUE,907.4002
7152,17,7152,0.46,0.138,24.39,0.14,65.14,0.211,0.91,0.57,17,7152,0.46,AGRL,17,7152,0.46,Udorthents,B,1520,0.3,0.1,1,2.02,304,190.845,TRUE,TRUE,29.9644
7153,17,7153,1.58,0.025,91.46,0.14,65.14,0.779,0.91,0.57,17,7153,1.58,AGRL,17,7153,1.58,Udorthents,B,1520,0.3,0.1,1,0.36,304,190.845,TRUE,TRUE,102.9212
7154,17,7154,0.37,0.059,60.98,0.14,65.14,0.471,0.91,0.57,17,7154,0.37,AGRL,17,7154,0.37,Udorthents,B,1520,0.3,0.1,1,0.96,304,190.845,TRUE,TRUE,24.1018
7155,17,7155,5.76,0.016,121.95,0.14,65.14,1.063,0.91,0.57,17,7155,5.76,AGRL,17,7155,5.76,"Udorthents,_wet",B,1000,0.28,0,1,0.24,100,62.778,TRUE,TRUE,375.2064
7156,17,7156,0.37,0.065,60.98,0.14,65.14,0.458,0.91,0.57,17,7156,0.37,AGRL,17,7156,0.37,"Udorthents,_wet",B,1000,0.28,0,1,1.1,100,62.778,TRUE,TRUE,24.1018
7157,17,7157,5.39,0.078,60.98,0.14,65.14,0.441,0.91,0.57,17,7157,5.39,AGRL,17,7157,5.39,Udorthents,B,1520,0.3,0.1,1,1.44,304,190.845,TRUE,TRUE,351.1046
7158,17,7158,1.49,0.137,24.39,0.14,65.14,0.213,0.91,0.57,17,7158,1.49,AGRL,17,7158,1.49,Udorthents,B,1520,0.3,0.1,1,2,304,190.845,TRUE,TRUE,97.0586
