,Sub,HRU1,Area.ha.Input.std,Slope,SlpLgth.m.,Ovrlnd_N,CondII_CN,TimeConc.hr.,ESCO,EPCO,sub,HRU2,input.std.area.ha,LULC,Sub.1,HRU3,Area_ha,SoilName,Hydgrp,MaxRtDpth_mm,Albedo,USLE_K,USLE_P,USLE_LS,ProfileAWC_mm,IniSoilH2O_mm,CheckPart1VsPart2,CheckPart1VsPart3,AreaTimesSWATCN2
923,3,923,1.86,0.085,60.98,0.1,93.89,0.347,0.91,0.57,3,923,1.86,BERM,3,923,1.86,Narragansett,B,1650,0.23,0,1,1.64,330,207.167,TRUE,TRUE,174.6354
924,3,924,1.11,0.032,91.46,0.1,93.89,0.591,0.91,0.57,3,924,1.11,BERM,3,924,1.11,Narragansett,B,1650,0.23,0,1,0.5,330,207.167,TRUE,TRUE,104.2179
925,3,925,0.74,0.158,24.39,0.1,93.89,0.166,0.91,0.57,3,925,0.74,BERM,3,925,0.74,Narragansett,B,1650,0.23,0,1,2.51,330,207.167,TRUE,TRUE,69.4786
926,3,926,0.46,0.018,121.95,0.1,93.89,0.833,0.91,0.57,3,926,0.46,BERM,3,926,0.46,Scio,B,1650,0.23,0.49,1,0.27,330,207.167,TRUE,TRUE,43.1894
927,3,927,0.09,0.047,91.46,0.1,91.45,0.525,0.91,0.57,3,927,0.09,BERM,3,927,0.09,Hinckley,A,1650,0.3,0.24,1,0.85,363,227.884,TRUE,TRUE,8.2305
928,3,928,0.09,0.098,60.98,0.1,91.45,0.33,0.91,0.57,3,928,0.09,BERM,3,928,0.09,Hinckley,A,1650,0.3,0.24,1,2.04,363,227.884,TRUE,TRUE,8.2305
929,3,929,0.09,0.019,121.95,0.1,91.45,0.819,0.91,0.57,3,929,0.09,BERM,3,929,0.09,Merrimac,A,1650,0.3,0.32,1,0.29,363,227.884,TRUE,TRUE,8.2305
930,3,930,0.09,0.006,121.95,0.1,93.89,1.157,0.91,0.57,3,930,0.09,BERM,3,930,0.09,Tisbury,B,1650,0.44,0.49,1,0.12,330,207.167,TRUE,TRUE,8.4501
931,3,931,0.09,0.052,60.98,0.1,95.34,0.4,0.91,0.57,3,931,0.09,BERM,3,931,0.09,Montauk,C,1650,0.3,0.28,1,0.8,280.5,176.092,TRUE,TRUE,8.5806
932,3,932,0.19,0.023,91.46,0.1,95.34,0.651,0.91,0.57,3,932,0.19,BERM,3,932,0.19,Woodbridge,C,1650,0.16,0,1,0.33,280.5,176.092,TRUE,TRUE,18.1146
933,3,933,0.09,0.05,91.46,0.1,95.34,0.516,0.91,0.57,3,933,0.09,BERM,3,933,0.09,Woodbridge,C,1650,0.16,0,1,0.93,280.5,176.092,TRUE,TRUE,8.5806
934,3,934,0.09,0.021,91.46,0.1,95.34,0.669,0.91,0.57,3,934,0.09,BERM,3,934,0.09,Broadbrook,C,1650,0.3,0,1,0.3,280.5,176.092,TRUE,TRUE,8.5806
935,3,935,0.09,0.091,60.98,0.1,93.89,0.338,0.91,0.57,3,935,0.09,BERM,3,935,0.09,Narragansett,B,1650,0.23,0,1,1.82,330,207.167,TRUE,TRUE,8.4501
936,3,936,0.09,0.058,60.98,0.1,93.89,0.387,0.91,0.57,3,936,0.09,BERM,3,936,0.09,Narragansett,B,1650,0.23,0,1,0.93,330,207.167,TRUE,TRUE,8.4501
937,3,937,0.09,0.014,121.95,0.1,93.89,0.897,0.91,0.57,3,937,0.09,BERM,3,937,0.09,Canton,B,1650,0.23,0.32,1,0.21,330,207.167,TRUE,TRUE,8.4501
938,3,938,0.09,0.128,24.39,0.1,93.89,0.176,0.91,0.57,3,938,0.09,BERM,3,938,0.09,Canton,B,1650,0.23,0.32,1,1.8,330,207.167,TRUE,TRUE,8.4501
939,3,939,0.09,0.014,121.95,0.1,93.89,0.897,0.91,0.57,3,939,0.09,BERM,3,939,0.09,Canton,B,1650,0.23,0.32,1,0.21,330,207.167,TRUE,TRUE,8.4501
940,3,940,0.19,0.018,121.95,0.1,96,0.832,0.91,0.57,3,940,0.19,BERM,3,940,0.19,"Freetown,_ponded",D,1650,0.2,0,1,0.27,264,165.734,TRUE,TRUE,18.24
941,3,941,5.11,0.026,91.46,0.1,93.89,0.632,0.91,0.57,3,941,5.11,BERM,3,941,5.11,Canton,B,1650,0.23,0.32,1,0.38,330,207.167,TRUE,TRUE,479.7779
942,3,942,0.09,0.046,91.46,0.1,93.89,0.529,0.91,0.57,3,942,0.09,BERM,3,942,0.09,Canton,B,1650,0.23,0.32,1,0.82,330,207.167,TRUE,TRUE,8.4501
943,3,943,0.28,0.135,24.39,0.1,93.89,0.173,0.91,0.57,3,943,0.28,BERM,3,943,0.28,Udorthents-Urban,B,1000,0.28,0,1,1.96,100,62.778,TRUE,TRUE,26.2892
944,3,944,1.95,0.077,60.98,0.1,93.89,0.357,0.91,0.57,3,944,1.95,BERM,3,944,1.95,Udorthents-Urban,B,1000,0.28,0,1,1.42,100,62.778,TRUE,TRUE,183.0855
945,3,945,3.53,0.015,121.95,0.1,93.89,0.882,0.91,0.57,3,945,3.53,BERM,3,945,3.53,Udorthents-Urban,B,1000,0.28,0,1,0.23,100,62.778,TRUE,TRUE,331.4317
946,3,946,0.09,0.028,91.46,0.1,95.34,0.613,0.91,0.57,3,946,0.09,BERM,3,946,0.09,Raypol,C,1650,0.23,0.49,1,0.42,280.5,176.092,TRUE,TRUE,8.5806
947,3,947,0.65,0.015,121.95,0.1,96,0.88,0.91,0.57,3,947,0.65,BERM,3,947,0.65,Swansea,D,1650,0.16,0,1,0.23,264,165.733,TRUE,TRUE,62.4
948,3,948,0.09,0.055,60.98,0.1,96,0.393,0.91,0.57,3,948,0.09,BERM,3,948,0.09,Swansea,D,1650,0.16,0,1,0.87,264,165.733,TRUE,TRUE,8.64
949,3,949,1.3,0.069,60.98,0.1,93.89,0.368,0.91,0.57,3,949,1.3,BERM,3,949,1.3,Hollis-Rock_outc,B,1000,0.28,0,1,1.2,100,62.778,TRUE,TRUE,122.057
950,3,950,0.28,0.035,91.46,0.1,93.89,0.574,0.91,0.57,3,950,0.28,BERM,3,950,0.28,Hollis-Rock_outc,B,1000,0.28,0,1,0.56,100,62.778,TRUE,TRUE,26.2892
951,3,951,0.19,0.037,91.46,0.1,93.89,0.564,0.91,0.57,3,951,0.19,BERM,3,951,0.19,Haven,B,1650,0.16,0.37,1,0.6,330,207.167,TRUE,TRUE,17.8391
952,3,952,0.19,0.075,60.98,0.1,91.45,0.358,0.91,0.57,3,952,0.19,BERM,3,952,0.19,Merrimac,A,1650,0.3,0.32,1,1.36,363,227.884,TRUE,TRUE,17.3755
953,3,953,0.09,0.045,91.46,0.1,95.34,0.532,0.91,0.57,3,953,0.09,BERM,3,953,0.09,Scituate,C,1650,0.23,0.32,1,0.8,280.5,176.092,TRUE,TRUE,8.5806
954,3,954,0.09,0.025,91.46,0.1,93.89,0.635,0.91,0.57,3,954,0.09,BERM,3,954,0.09,Narragansett,B,1650,0.23,0,1,0.36,330,207.167,TRUE,TRUE,8.4501
955,3,955,0.09,0.059,60.98,0.1,93.89,0.385,0.91,0.57,3,955,0.09,BERM,3,955,0.09,Narragansett,B,1650,0.23,0,1,0.96,330,207.167,TRUE,TRUE,8.4501
956,3,956,0.19,0.072,60.98,0.1,93.89,0.362,0.91,0.57,3,956,0.19,BERM,3,956,0.19,Canton,B,1650,0.23,0.32,1,1.28,330,207.167,TRUE,TRUE,17.8391
957,3,957,0.28,0.225,15.24,0.1,93.89,0.112,0.91,0.57,3,957,0.28,BERM,3,957,0.28,Canton,B,1650,0.23,0.32,1,3.37,330,207.167,TRUE,TRUE,26.2892
958,3,958,0.09,0.018,121.95,0.1,93.89,0.832,0.91,0.57,3,958,0.09,BERM,3,958,0.09,"Udorthents,_sand",B,1000,0.28,0,1,0.27,100,62.778,TRUE,TRUE,8.4501
959,3,959,1.02,0.129,24.39,0.1,95.34,0.177,0.91,0.57,3,959,1.02,BERM,3,959,1.02,Broadbrook,C,1650,0.3,0,1,1.82,280.5,176.092,TRUE,TRUE,97.2468
960,3,960,2.6,0.095,60.98,0.1,95.34,0.336,0.91,0.57,3,960,2.6,BERM,3,960,2.6,Broadbrook,C,1650,0.3,0,1,1.95,280.5,176.092,TRUE,TRUE,247.884
961,3,961,0.19,0.075,60.98,0.1,96,0.358,0.91,0.57,3,961,0.19,BERM,3,961,0.19,Saco,D,1650,0.16,0.49,1,1.36,264,165.733,TRUE,TRUE,18.24
962,3,962,0.19,0.023,91.46,0.1,96,0.651,0.91,0.57,3,962,0.19,BERM,3,962,0.19,Birdsall,D,1650,0.16,0.49,1,0.33,264,165.733,TRUE,TRUE,18.24
963,3,963,0.28,0.149,24.39,0.1,69.23,0.168,0.91,0.57,3,963,0.28,BERM,3,963,0.28,Charlton,B,1650,0.23,0.32,1,2.29,330,207.167,TRUE,TRUE,19.3844
964,3,964,1.3,0.069,60.98,0.1,69.23,0.368,0.91,0.57,3,964,1.3,BERM,3,964,1.3,Charlton,B,1650,0.23,0.32,1,1.2,330,207.167,TRUE,TRUE,89.999
965,3,965,4.64,0.022,91.46,0.1,69.23,0.664,0.91,0.57,3,965,4.64,BERM,3,965,4.64,Charlton,B,1650,0.23,0.32,1,0.31,330,207.167,TRUE,TRUE,321.2272
966,3,966,2.88,0.087,60.98,0.1,69.23,0.345,0.91,0.57,3,966,2.88,BERM,3,966,2.88,Charlton,B,1650,0.23,0.32,1,1.7,330,207.167,TRUE,TRUE,199.3824
967,3,967,0.93,0.138,24.39,0.1,69.23,0.173,0.91,0.57,3,967,0.93,BERM,3,967,0.93,Charlton,B,1650,0.23,0.32,1,2.02,330,207.167,TRUE,TRUE,64.3839
968,3,968,1.58,0.031,91.46,0.1,69.23,0.597,0.91,0.57,3,968,1.58,BERM,3,968,1.58,Charlton,B,1650,0.23,0.32,1,0.48,330,207.167,TRUE,TRUE,109.3834
969,3,969,2.51,0.164,18.29,0.1,69.23,0.14,0.91,0.57,3,969,2.51,BERM,3,969,2.51,Charlton,B,1650,0.23,0.32,1,2.25,330,207.167,TRUE,TRUE,173.7673
970,3,970,0.09,0.102,60.98,0.1,69.23,0.326,0.91,0.57,3,970,0.09,BERM,3,970,0.09,Charlton,B,1650,0.23,0.32,1,2.17,330,207.167,TRUE,TRUE,6.2307
971,3,971,0.09,0.029,91.46,0.1,69.23,0.607,0.91,0.57,3,971,0.09,BERM,3,971,0.09,Hollis-Rock_outc,B,1000,0.28,0,1,0.44,100,62.778,TRUE,TRUE,6.2307
972,3,972,0.37,0.09,60.98,0.1,69.23,0.339,0.91,0.57,3,972,0.37,BERM,3,972,0.37,Hollis-Rock_outc,B,1000,0.28,0,1,1.79,100,62.778,TRUE,TRUE,25.6151
973,3,973,0.19,0.154,24.39,0.1,69.23,0.167,0.91,0.57,3,973,0.19,BERM,3,973,0.19,Hollis-Rock_outc,B,1000,0.28,0,1,2.41,100,62.778,TRUE,TRUE,13.1537
974,3,974,0.46,0.078,60.98,0.1,69.23,0.354,0.91,0.57,3,974,0.46,BERM,3,974,0.46,Rock_outcrop-Hol,B,1000,0.28,0,1,1.44,100,62.778,TRUE,TRUE,31.8458
975,3,975,0.09,0.188,18.29,0.1,69.23,0.132,0.91,0.57,3,975,0.09,BERM,3,975,0.09,Rock_outcrop-Hol,B,1000,0.28,0,1,2.8,100,62.778,TRUE,TRUE,6.2307
976,3,976,5.76,0.146,24.39,0.1,69.23,0.174,0.91,0.57,3,976,5.76,BERM,3,976,5.76,Narragansett,B,1650,0.23,0,1,2.21,330,207.167,TRUE,TRUE,398.7648
977,3,977,28.42,0.076,60.98,0.1,69.23,0.378,0.91,0.57,3,977,28.42,BERM,3,977,28.42,Narragansett,B,1650,0.23,0,1,1.39,330,207.167,TRUE,TRUE,1967.5166
978,3,978,20.34,0.029,91.46,0.1,69.23,0.623,0.91,0.57,3,978,20.34,BERM,3,978,20.34,Narragansett,B,1650,0.23,0,1,0.44,330,207.167,TRUE,TRUE,1408.1382
979,3,979,0.19,0.042,91.46,0.1,69.23,0.543,0.91,0.57,3,979,0.19,BERM,3,979,0.19,Narragansett,B,1650,0.23,0,1,0.72,330,207.167,TRUE,TRUE,13.1537
980,3,980,0.93,0.13,24.39,0.1,69.23,0.176,0.91,0.57,3,980,0.93,BERM,3,980,0.93,Narragansett,B,1650,0.23,0,1,1.84,330,207.167,TRUE,TRUE,64.3839
981,3,981,1.58,0.085,60.98,0.1,69.23,0.346,0.91,0.57,3,981,1.58,BERM,3,981,1.58,Narragansett,B,1650,0.23,0,1,1.64,330,207.167,TRUE,TRUE,109.3834
982,3,982,2.88,0.029,91.46,0.1,69.23,0.61,0.91,0.57,3,982,2.88,BERM,3,982,2.88,Scio,B,1650,0.23,0.49,1,0.44,330,207.167,TRUE,TRUE,199.3824
983,3,983,0.56,0.124,24.39,0.1,69.23,0.178,0.91,0.57,3,983,0.56,BERM,3,983,0.56,Scio,B,1650,0.23,0.49,1,1.71,330,207.167,TRUE,TRUE,38.7688
984,3,984,1.67,0.069,60.98,0.1,69.23,0.369,0.91,0.57,3,984,1.67,BERM,3,984,1.67,Scio,B,1650,0.23,0.49,1,1.2,330,207.167,TRUE,TRUE,115.6141
985,3,985,4.27,0.154,24.39,0.1,69.23,0.171,0.91,0.57,3,985,4.27,BERM,3,985,4.27,Haven,B,1650,0.16,0.37,1,2.41,330,207.167,TRUE,TRUE,295.6121
986,3,986,14.86,0.067,60.98,0.1,69.23,0.383,0.91,0.57,3,986,14.86,BERM,3,986,14.86,Haven,B,1650,0.16,0.37,1,1.15,330,207.167,TRUE,TRUE,1028.7578
987,3,987,21.17,0.026,91.46,0.1,69.23,0.644,0.91,0.57,3,987,21.17,BERM,3,987,21.17,Haven,B,1650,0.16,0.37,1,0.38,330,207.167,TRUE,TRUE,1465.5991
988,3,988,7.89,0.028,91.46,0.1,52.13,0.62,0.91,0.57,3,988,7.89,BERM,3,988,7.89,Hinckley,A,1650,0.3,0.24,1,0.42,363,227.884,TRUE,TRUE,411.3057
989,3,989,6.78,0.065,60.98,0.1,52.13,0.38,0.91,0.57,3,989,6.78,BERM,3,989,6.78,Hinckley,A,1650,0.3,0.24,1,1.1,363,227.884,TRUE,TRUE,353.4414
990,3,990,0.56,0.139,24.39,0.1,52.13,0.172,0.91,0.57,3,990,0.56,BERM,3,990,0.56,Hinckley,A,1650,0.3,0.24,1,2.05,363,227.884,TRUE,TRUE,29.1928
991,3,991,4.36,0.028,91.46,0.1,52.13,0.618,0.91,0.57,3,991,4.36,BERM,3,991,4.36,Hinckley,A,1650,0.3,0.24,1,0.42,363,227.884,TRUE,TRUE,227.2868
992,3,992,2.32,0.072,60.98,0.1,52.13,0.365,0.91,0.57,3,992,2.32,BERM,3,992,2.32,Hinckley,A,1650,0.3,0.24,1,1.28,363,227.884,TRUE,TRUE,120.9416
993,3,993,0.56,0.029,91.46,0.1,52.13,0.608,0.91,0.57,3,993,0.56,BERM,3,993,0.56,Hinckley,A,1650,0.3,0.24,1,0.44,363,227.884,TRUE,TRUE,29.1928
994,3,994,2.23,0.088,60.98,0.1,52.13,0.343,0.91,0.57,3,994,2.23,BERM,3,994,2.23,Hinckley,A,1650,0.3,0.24,1,1.73,363,227.884,TRUE,TRUE,116.2499
995,3,995,0.28,0.135,24.39,0.1,52.13,0.173,0.91,0.57,3,995,0.28,BERM,3,995,0.28,Hinckley,A,1650,0.3,0.24,1,1.96,363,227.884,TRUE,TRUE,14.5964
996,3,996,0.19,0.141,24.39,0.1,52.13,0.171,0.91,0.57,3,996,0.19,BERM,3,996,0.19,Hinckley,A,1650,0.3,0.24,1,2.09,363,227.884,TRUE,TRUE,9.9047
997,3,997,0.19,0.086,60.98,0.1,52.13,0.344,0.91,0.57,3,997,0.19,BERM,3,997,0.19,Hinckley,A,1650,0.3,0.24,1,1.67,363,227.884,TRUE,TRUE,9.9047
998,3,998,5.67,0.024,91.46,0.1,52.13,0.648,0.91,0.57,3,998,5.67,BERM,3,998,5.67,Merrimac,A,1650,0.3,0.32,1,0.35,363,227.884,TRUE,TRUE,295.5771
999,3,999,1.67,0.072,60.98,0.1,52.13,0.364,0.91,0.57,3,999,1.67,BERM,3,999,1.67,Merrimac,A,1650,0.3,0.32,1,1.28,363,227.884,TRUE,TRUE,87.0571
1000,3,1000,0.19,0.035,91.46,0.1,52.13,0.574,0.91,0.57,3,1000,0.19,BERM,3,1000,0.19,Merrimac,A,1650,0.3,0.32,1,0.56,363,227.884,TRUE,TRUE,9.9047
1001,3,1001,0.28,0.153,24.39,0.1,52.13,0.167,0.91,0.57,3,1001,0.28,BERM,3,1001,0.28,Merrimac,A,1650,0.3,0.32,1,2.39,363,227.884,TRUE,TRUE,14.5964
1002,3,1002,1.76,0.069,60.98,0.1,52.13,0.369,0.91,0.57,3,1002,1.76,BERM,3,1002,1.76,Merrimac,A,1650,0.3,0.32,1,1.2,363,227.884,TRUE,TRUE,91.7488
1003,3,1003,0.09,0.082,60.98,0.1,69.23,0.349,0.91,0.57,3,1003,0.09,BERM,3,1003,0.09,Deerfield,B,1650,0.23,0,1,1.56,330,207.167,TRUE,TRUE,6.2307
1004,3,1004,1.3,0.024,91.46,0.1,69.23,0.644,0.91,0.57,3,1004,1.3,BERM,3,1004,1.3,Deerfield,B,1650,0.23,0,1,0.35,330,207.167,TRUE,TRUE,89.999
1005,3,1005,0.28,0.138,24.39,0.1,69.23,0.172,0.91,0.57,3,1005,0.28,BERM,3,1005,0.28,Tisbury,B,1650,0.44,0.49,1,2.02,330,207.167,TRUE,TRUE,19.3844
1006,3,1006,4.74,0.024,91.46,0.1,69.23,0.647,0.91,0.57,3,1006,4.74,BERM,3,1006,4.74,Tisbury,B,1650,0.44,0.49,1,0.35,330,207.167,TRUE,TRUE,328.1502
1007,3,1007,0.93,0.072,60.98,0.1,69.23,0.363,0.91,0.57,3,1007,0.93,BERM,3,1007,0.93,Tisbury,B,1650,0.44,0.49,1,1.28,330,207.167,TRUE,TRUE,64.3839
1008,3,1008,0.37,0.097,60.98,0.1,69.23,0.332,0.91,0.57,3,1008,0.37,BERM,3,1008,0.37,Tisbury,B,1650,0.44,0.49,1,2.01,330,207.167,TRUE,TRUE,25.6151
1009,3,1009,0.09,0.125,24.39,0.1,69.23,0.177,0.91,0.57,3,1009,0.09,BERM,3,1009,0.09,Tisbury,B,1650,0.44,0.49,1,1.73,330,207.167,TRUE,TRUE,6.2307
1010,3,1010,0.65,0.031,91.46,0.1,69.23,0.596,0.91,0.57,3,1010,0.65,BERM,3,1010,0.65,Tisbury,B,1650,0.44,0.49,1,0.48,330,207.167,TRUE,TRUE,44.9995
1011,3,1011,2.88,0.029,91.46,0.1,79.34,0.61,0.91,0.57,3,1011,2.88,BERM,3,1011,2.88,Montauk,C,1650,0.3,0.28,1,0.44,280.5,176.092,TRUE,TRUE,228.4992
1012,3,1012,5.48,0.07,60.98,0.1,79.34,0.37,0.91,0.57,3,1012,5.48,BERM,3,1012,5.48,Montauk,C,1650,0.3,0.28,1,1.23,280.5,176.092,TRUE,TRUE,434.7832
1013,3,1013,0.19,0.13,24.39,0.1,79.34,0.175,0.91,0.57,3,1013,0.19,BERM,3,1013,0.19,Montauk,C,1650,0.3,0.28,1,1.84,280.5,176.092,TRUE,TRUE,15.0746
1014,3,1014,0.46,0.022,91.46,0.1,79.34,0.66,0.91,0.57,3,1014,0.46,BERM,3,1014,0.46,Paxton,C,1650,0.3,0.32,1,0.31,280.5,176.092,TRUE,TRUE,36.4964
1015,3,1015,2.04,0.085,60.98,0.1,79.34,0.347,0.91,0.57,3,1015,2.04,BERM,3,1015,2.04,Paxton,C,1650,0.3,0.32,1,1.64,280.5,176.092,TRUE,TRUE,161.8536
1016,3,1016,0.37,0.139,24.39,0.1,79.34,0.172,0.91,0.57,3,1016,0.37,BERM,3,1016,0.37,Paxton,C,1650,0.3,0.32,1,2.05,280.5,176.092,TRUE,TRUE,29.3558
1017,3,1017,0.28,0.186,18.29,0.1,79.34,0.133,0.91,0.57,3,1017,0.28,BERM,3,1017,0.28,Paxton,C,1650,0.3,0.32,1,2.75,280.5,176.092,TRUE,TRUE,22.2152
1018,3,1018,0.56,0.018,121.95,0.1,79.34,0.833,0.91,0.57,3,1018,0.56,BERM,3,1018,0.56,Paxton,C,1650,0.3,0.32,1,0.27,280.5,176.092,TRUE,TRUE,44.4304
1019,3,1019,0.37,0.056,60.98,0.1,79.34,0.391,0.91,0.57,3,1019,0.37,BERM,3,1019,0.37,Paxton,C,1650,0.3,0.32,1,0.89,280.5,176.092,TRUE,TRUE,29.3558
1020,3,1020,0.09,0.106,60.98,0.1,79.34,0.323,0.91,0.57,3,1020,0.09,BERM,3,1020,0.09,Paxton,C,1650,0.3,0.32,1,2.31,280.5,176.092,TRUE,TRUE,7.1406
1021,3,1021,0.37,0.176,18.29,0.1,79.34,0.135,0.91,0.57,3,1021,0.37,BERM,3,1021,0.37,Paxton,C,1650,0.3,0.32,1,2.52,280.5,176.092,TRUE,TRUE,29.3558
1022,3,1022,0.09,0.121,24.39,0.1,79.34,0.179,0.91,0.57,3,1022,0.09,BERM,3,1022,0.09,Scituate,C,1650,0.23,0.32,1,1.65,280.5,176.092,TRUE,TRUE,7.1406
1023,3,1023,1.02,0.066,60.98,0.1,79.34,0.373,0.91,0.57,3,1023,1.02,BERM,3,1023,1.02,Scituate,C,1650,0.23,0.32,1,1.13,280.5,176.092,TRUE,TRUE,80.9268
1024,3,1024,1.95,0.03,91.46,0.1,79.34,0.603,0.91,0.57,3,1024,1.95,BERM,3,1024,1.95,Scituate,C,1650,0.23,0.32,1,0.46,280.5,176.092,TRUE,TRUE,154.713
1025,3,1025,0.46,0.019,121.95,0.1,79.34,0.819,0.91,0.57,3,1025,0.46,BERM,3,1025,0.46,Rainbow,C,1650,0.3,0.37,1,0.29,280.5,176.092,TRUE,TRUE,36.4964
1026,3,1026,0.56,0.127,24.39,0.1,79.34,0.177,0.91,0.57,3,1026,0.56,BERM,3,1026,0.56,Broadbrook,C,1650,0.3,0,1,1.78,280.5,176.092,TRUE,TRUE,44.4304
1027,3,1027,2.88,0.084,60.98,0.1,79.34,0.349,0.91,0.57,3,1027,2.88,BERM,3,1027,2.88,Broadbrook,C,1650,0.3,0,1,1.61,280.5,176.092,TRUE,TRUE,228.4992
1028,3,1028,0.74,0.023,91.46,0.1,79.34,0.651,0.91,0.57,3,1028,0.74,BERM,3,1028,0.74,Broadbrook,C,1650,0.3,0,1,0.33,280.5,176.092,TRUE,TRUE,58.7116
1029,3,1029,0.84,0.031,91.46,0.1,69.23,0.596,0.91,0.57,3,1029,0.84,BERM,3,1029,0.84,Narragansett,B,1650,0.23,0,1,0.48,330,207.167,TRUE,TRUE,58.1532
1030,3,1030,1.21,0.072,60.98,0.1,69.23,0.364,0.91,0.57,3,1030,1.21,BERM,3,1030,1.21,Narragansett,B,1650,0.23,0,1,1.28,330,207.167,TRUE,TRUE,83.7683
1031,3,1031,0.28,0.128,24.39,0.1,69.23,0.176,0.91,0.57,3,1031,0.28,BERM,3,1031,0.28,Narragansett,B,1650,0.23,0,1,1.8,330,207.167,TRUE,TRUE,19.3844
1032,3,1032,1.02,0.13,24.39,0.1,69.23,0.176,0.91,0.57,3,1032,1.02,BERM,3,1032,1.02,Narragansett,B,1650,0.23,0,1,1.84,330,207.167,TRUE,TRUE,70.6146
1033,3,1033,4.83,0.075,60.98,0.1,69.23,0.362,0.91,0.57,3,1033,4.83,BERM,3,1033,4.83,Narragansett,B,1650,0.23,0,1,1.36,330,207.167,TRUE,TRUE,334.3809
1034,3,1034,0.93,0.033,91.46,0.1,69.23,0.585,0.91,0.57,3,1034,0.93,BERM,3,1034,0.93,Narragansett,B,1650,0.23,0,1,0.52,330,207.167,TRUE,TRUE,64.3839
1035,3,1035,0.19,0.107,60.98,0.1,69.23,0.322,0.91,0.57,3,1035,0.19,BERM,3,1035,0.19,Narragansett,B,1650,0.23,0,1,2.34,330,207.167,TRUE,TRUE,13.1537
1036,3,1036,1.11,0.163,18.29,0.1,69.23,0.139,0.91,0.57,3,1036,1.11,BERM,3,1036,1.11,Narragansett,B,1650,0.23,0,1,2.22,330,207.167,TRUE,TRUE,76.8453
1037,3,1037,7.06,0.028,91.46,0.1,69.23,0.62,0.91,0.57,3,1037,7.06,BERM,3,1037,7.06,Canton,B,1650,0.23,0.32,1,0.42,330,207.167,TRUE,TRUE,488.7638
1038,3,1038,0.46,0.154,24.39,0.1,69.23,0.167,0.91,0.57,3,1038,0.46,BERM,3,1038,0.46,Canton,B,1650,0.23,0.32,1,2.41,330,207.167,TRUE,TRUE,31.8458
1039,3,1039,8.82,0.072,60.98,0.1,69.23,0.37,0.91,0.57,3,1039,8.82,BERM,3,1039,8.82,Canton,B,1650,0.23,0.32,1,1.28,330,207.167,TRUE,TRUE,610.6086
1040,3,1040,0.28,0.044,91.46,0.1,69.23,0.536,0.91,0.57,3,1040,0.28,BERM,3,1040,0.28,Canton,B,1650,0.23,0.32,1,0.77,330,207.167,TRUE,TRUE,19.3844
1041,3,1041,4.74,0.074,60.98,0.1,69.23,0.364,0.91,0.57,3,1041,4.74,BERM,3,1041,4.74,Canton,B,1650,0.23,0.32,1,1.33,330,207.167,TRUE,TRUE,328.1502
1042,3,1042,0.37,0.136,24.39,0.1,69.23,0.173,0.91,0.57,3,1042,0.37,BERM,3,1042,0.37,Canton,B,1650,0.23,0.32,1,1.98,330,207.167,TRUE,TRUE,25.6151
1043,3,1043,1.49,0.023,91.46,0.1,69.23,0.652,0.91,0.57,3,1043,1.49,BERM,3,1043,1.49,Canton,B,1650,0.23,0.32,1,0.33,330,207.167,TRUE,TRUE,103.1527
1044,3,1044,1.02,0.085,60.98,0.1,69.23,0.346,0.91,0.57,3,1044,1.02,BERM,3,1044,1.02,Canton,B,1650,0.23,0.32,1,1.64,330,207.167,TRUE,TRUE,70.6146
1045,3,1045,0.37,0.017,121.95,0.1,84,0.847,0.91,0.57,3,1045,0.37,BERM,3,1045,0.37,"Freetown,_ponded",D,1650,0.2,0,1,0.26,264,165.734,TRUE,TRUE,31.08
1046,3,1046,0.46,0.057,60.98,0.1,84,0.389,0.91,0.57,3,1046,0.46,BERM,3,1046,0.46,Scarboro,D,1650,0.23,0,1,0.91,183.45,115.166,TRUE,TRUE,38.64
1047,3,1047,1.67,0.031,91.46,0.1,84,0.597,0.91,0.57,3,1047,1.67,BERM,3,1047,1.67,Scarboro,D,1650,0.23,0,1,0.48,183.45,115.166,TRUE,TRUE,140.28
1048,3,1048,0.09,0.123,24.39,0.1,69.23,0.178,0.91,0.57,3,1048,0.09,BERM,3,1048,0.09,Haven-Urban_land,B,1000,0.28,0,1,1.69,100,62.778,TRUE,TRUE,6.2307
1049,3,1049,0.93,0.021,91.46,0.1,69.23,0.67,0.91,0.57,3,1049,0.93,BERM,3,1049,0.93,Haven-Urban_land,B,1000,0.28,0,1,0.3,100,62.778,TRUE,TRUE,64.3839
1050,3,1050,0.19,0.062,60.98,0.1,69.23,0.379,0.91,0.57,3,1050,0.19,BERM,3,1050,0.19,Haven-Urban_land,B,1000,0.28,0,1,1.03,100,62.778,TRUE,TRUE,13.1537
1051,3,1051,6.5,0.019,121.95,0.1,69.23,0.825,0.91,0.57,3,1051,6.5,BERM,3,1051,6.5,Canton,B,1650,0.23,0.32,1,0.29,330,207.167,TRUE,TRUE,449.995
1052,3,1052,1.02,0.052,60.98,0.1,69.23,0.401,0.91,0.57,3,1052,1.02,BERM,3,1052,1.02,Canton,B,1650,0.23,0.32,1,0.8,330,207.167,TRUE,TRUE,70.6146
1053,3,1053,0.93,0.128,24.39,0.1,69.23,0.177,0.91,0.57,3,1053,0.93,BERM,3,1053,0.93,Udorthents-Urban,B,1000,0.28,0,1,1.8,100,62.778,TRUE,TRUE,64.3839
