precip
0
0
34.8
0
0
0
0
0.3
16.8
3.6
0
3.6
2
0
-99
43.4
0
3
14.5
0
0
0
4.3
15
1.5
0
0
7.6
2.3
0
0
0
10.9
24.4
0
4.1
0
0
0
0
0
0
0
1.5
0
0
0
0
19.1
0
0
0
0
0
0
0
2
0
1.3
38.1
0
0
14
0
1.8
10.2
0
0
0
0.8
29.2
0
0
10.7
0
0
0
0
0
0
19.3
0
0.8
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.1
0
0
1
0
0
1
0
0
2.5
0
0
0
0
0
0
0
5.8
14.2
0.8
0
0
4.8
0
0
0
0
0
0
0
0
0
8.9
14.5
0
0
0
20.8
12.2
1.3
0
0.3
0
0
0
0
0.8
0
0
0
0
0.8
0
0.3
0
0
0
0
0
0
0
0
0.8
0
0
0
0
0
0
0
0
0
1.8
13
5.3
1.5
16.8
0
0
0
12.2
0
0
0
3.6
0
0
0
0
0
0
0
0.8
20.8
0.5
0
0
3.3
0
0.8
0.3
0
0.8
0
0
0
0
0
0
0
0.8
0
3.6
5.8
0
0
0
6.6
0
3.8
3.3
0
0
1.8
0
0
1.8
1.5
0
0
0
0
1
0.8
0
3.8
0
0
0
0
0
0
1.3
1.3
1
0.3
20.1
87.6
0
0
0
1
26.4
75.7
0
0
0
0
3.3
3
0
0.3
0
0
0
0
15.2
0
0
0
14.2
0
0
0
0
4.3
2.8
2
0
0
4.8
0
0
0
14.7
0
18.3
3.3
0
33.3
0
0
0
0
0
0
0
0
0
0
15
0
0
0
0
0
0
0
1.5
0
5.3
3.3
0
0
0
0
0
0
5.6
0
0
0.8
1.3
5.8
0
0
0
0
0
0
0
1.5
0
4.1
18.5
0
0
0.8
3.3
0
0
0.8
1
4.8
1
0
0
0.5
15.2
0
0
0
0
0
0
0
0
0
0
0
2.3
0
4.8
17.3
0
0
0
0
3
23.6
0
2
0
0
6.1
0
0
0
0
0
0
0
0
4.3
0.5
0
0
0
0
10.7
0
0
0
0
0
0
0
0
0
0
3.6
2
0.3
6.4
2
0.3
0
6.6
2
0
0
0
0
2.5
11.4
1
0
4.8
0
0
1
0
0
0
0
0
0
2
0.5
26.4
17
0
0
0
7.4
8.6
0
0
0
0
0
0
0
0.3
0.5
0
36.6
2.5
0
0
0
0
9.1
14.2
0
0.3
0
0
21.6
0
2.8
1
0
0
0
0
0
0.3
3
0
49.5
31.2
18.5
0.5
0
11.9
1.8
1.5
0
0.3
0
1.3
0
0
0
0
0
20.8
2.3
12.7
2.3
0
3.3
0.8
0
0
0
12.2
2.8
0
0.8
0
0.5
28.7
7.6
0
0
0
0
0
0
0
1
0
0
0
10.2
13.7
0.5
0
0
0.5
9.7
1.3
0
0.5
0
6.4
2.8
0
0.3
1.8
8.9
0
0
7.4
0.3
0
0
0
2.3
0
0.3
0.5
0
0
0
1
0
13
1
0
0
0
7.1
0.3
70.9
0
9.7
0
0
1
0.3
0
0
0
1.3
26.7
0.3
9.7
0.3
18.8
4.8
0.3
1
0.3
0
1.3
5.6
0
1
1.5
0
0
0
19.1
0.8
2.5
0
1.3
0.3
0
0
0
5.8
0
0.3
0
0.3
0
0.3
0.3
0
0.3
0.5
0.3
2
0
0
0
0.3
0
0.3
0
0
10.7
0.3
25.1
0
0.3
0
4.8
0
0.3
0
14.5
5.3
0
0
0
0.5
0
0
-99
-99
0
0
11.7
20.1
0
0
0
0
0
0
0
0
0
5.6
0.3
17
2.3
0
0
0
0
0
0
0
0
0
0
9.4
5.1
0
0
0
0
13
0.3
0
0
0
31.5
14
0
0.3
17.3
3.6
0
0
0
0
0
0
0
0
0
0
22.9
0.3
0
0
1
0
0
0
0
0
0
0
0
0
0
0.5
4.8
0
13.2
0
5.6
41.4
0
0
11.9
0
0
0
0
0
0
0
0
0
9.4
1.5
0
0
0
0
2.5
2
0
0.3
1.3
0
0
0
0
0
0.5
0.3
0
0
4.6
0
0.3
0
0
0
0
0
0
-99
0
11.9
6.4
0
0.5
0.5
0
9.4
2.5
0
0
9.1
1.3
0
0
0
8.4
0
2.3
0.5
0
0
0
0
0.5
1
0
18.8
0.3
0
0
0
0.3
0
0.3
7.1
14.2
0.3
0
8.1
5.6
0.5
0
13.7
0
0
0
0
0.3
0
0
0.3
74.2
1
0
0
-99
0
0
0
26.9
0
0
0
0
0
0
1.5
